Existing Renewable Resources,,,,,,,,,,,,,,,,,,,,,,,
,73.0,PG40077,Digger Creek Hydro,VOLTA_6_DIGHYD,PG&E,CA,Tehama,Sacramento River Valley,Hydro,Small,Existing,41823.0,45475.0,1.0,0.65,3.5,0.614682122,CAISO,CAISO,CAISO,Small_Hydro,Northern_California,1.0
,74.0,PG40078,Cedar Flat,,PG&E,CA,Trinity,Trinity County,Hydro,Small,Existing,42111.0,47589.0,1.0,0.3,1.1,0.418569254,CAISO,CAISO,CAISO,Small_Hydro,None,1.0
,75.0,PG40079,Clover Leaf,,PG&E,CA,Shasta,Round Mountain - B,Hydro,Small,Existing,42109.0,47587.0,1.0,0.2,0.8,0.456621005,CAISO,CAISO,CAISO,Small_Hydro,Northern_California,1.0
,76.0,PG40080,McFadden Hydroelectric Facility (SB32),,PG&E,CA,Mendocino,Mendocino County,Hydro,Small,Existing,41717.0,49021.0,1.0,0.356,1.446,0.463675543,CAISO,CAISO,CAISO,Small_Hydro,None,1.0
,77.0,PG40081,Baker Creek Hydroelectric Project (SB32),BRDGVL_7_BAKER,PG&E,CA,Humboldt,Humboldt County,Hydro,Small,Existing,41949.0,49253.0,1.0,1.495,4.25,0.324521617,CAISO,CAISO,CAISO,Small_Hydro,None,1.0
,78.0,PG40082,Water Wheel Ranch,CEDRCK_6_UNIT,PG&E,CA,Shasta,Round Mountain - B,Hydro,Small,Existing,42095.0,45747.0,1.0,0.975,3.4,0.39807985,CAISO,CAISO,CAISO,Small_Hydro,Northern_California,1.0
,79.0,PG40083,Salmon Creek Hydroelectric Project,ALLGNY_6_HYDRO1,PG&E,CA,Sierra,Sierra County,Hydro,Small,Existing,41976.0,49280.0,1.0,0.52,2.29,0.502722164,CAISO,CAISO,CAISO,Small_Hydro,None,1.0
,80.0,PG40084,Mill Sulphur Creek Project (SB32) (ReMAT),,PG&E,CA,Humboldt,Humboldt County,Hydro,Small,Existing,42005.0,49309.0,1.0,0.995,2.45,0.281085794,CAISO,CAISO,CAISO,Small_Hydro,None,1.0
,81.0,PG40085,Site 1174 (Madera Chowchilla),STOREY_2_MDRCH2,PG&E,CA,Madera,Westlands,Hydro,Small,Existing,42583.0,48060.0,1.0,0.563,2.379848,0.482543776,CAISO,CAISO,CAISO,Small_Hydro,Westlands,1.0
,82.0,PG40086,Site 980 (Madera Chowchilla),STOREY_7_MDRCHW,PG&E,CA,Madera,Westlands,Hydro,Small,Existing,42173.0,47651.0,1.0,1.835,7.007787,0.435954052,CAISO,CAISO,CAISO,Small_Hydro,Westlands,1.0
