Load Shapes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CAISO TOU Impacts,High (MRW S4 x1.5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Forecasts by year (scalars for profiles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Annual Net Energy for Loads by Region and Category (note: flexible part of the EV load is taken out and treated separately),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,28.0,22.0,1.0,2822.0,0.00011533371796520996,0.00023205761259931186,0.00016976533191653888,0.00016072521732018788,0.00010248242881021806,0.00011031571375018067,0.0001329417419362323,9.548548087496943e-05,0.00011805664310055773,8.948882731935007e-05,0.00011548120442672316,,7.9222993920458755,28.0,22.0,1.0,0.0,3.345549832913087,0.0,0.0,0.0,,,,,,,,,,,,,
,,28.0,23.0,1.0,2823.0,0.00010447509135380673,0.00021552465215873202,0.00015369648932054325,0.00016962717667298407,9.567874293844617e-05,0.00010060718354798014,0.00012245109284193196,8.814044388458716e-05,0.00010845806908282244,8.009802445250468e-05,0.00010423074195963742,,7.9222993920458755,28.0,23.0,1.0,0.0,9.801823909362403,0.0,0.0,0.0,,,,,,,,,,,,,
,,28.0,24.0,1.0,2824.0,9.589763264334863e-05,0.00018051960020956214,0.00012465931900231363,0.00017718516701426595,9.542157816134349e-05,9.298742710043672e-05,0.00011435187503049228,8.407870779441774e-05,9.887763140815095e-05,7.098342166997828e-05,9.530100269204021e-05,,7.9222993920458755,28.0,24.0,1.0,0.0,8.954161265204503,0.0,0.0,0.0,,,,,,,,,,,,,
,,29.0,1.0,3.0,2901.0,8.64288206658109e-05,0.00013825400786444256,8.72853676855158e-05,0.00014877854282333334,9.427894274047197e-05,8.591362755567457e-05,9.575186098547802e-05,8.076457777777097e-05,8.532020167522207e-05,6.739282057383152e-05,7.935864332164069e-05,,8.913031441463863,29.0,1.0,3.0,0.0,8.748740484118633,0.0,0.0,0.0,,,,,,,,,,,,,
,,29.0,2.0,3.0,2902.0,8.42356636164855e-05,0.00010231954980304881,6.429426616775154e-05,0.00016000730527199018,9.219110180354128e-05,8.378845865884503e-05,9.58618488760136e-05,7.972409509812607e-05,8.239717068557875e-05,6.62880202365556e-05,7.779467768720276e-05,,8.913031441463863,29.0,2.0,3.0,0.0,8.521349412431547,0.0,0.0,0.0,,,,,,,,,,,,,
,,29.0,3.0,3.0,2903.0,8.352818796146287e-05,6.963162366798887e-05,4.584495058069297e-05,0.00017222691678136064,9.224801878873394e-05,8.345941128886871e-05,9.763756397912728e-05,7.965472958614972e-05,8.137777132733157e-05,6.46308197306417e-05,7.794602920021289e-05,,8.913031441463863,29.0,3.0,3.0,0.0,8.548573514117194,0.0,0.0,0.0,,,,,,,,,,,,,
,,29.0,4.0,3.0,2904.0,8.5647703555972e-05,4.6265291372162446e-05,3.132865076380404e-05,0.00018147381954955572,9.292599296903284e-05,8.464518631102116e-05,0.00010260412573369004,8.202857155156184e-05,8.272909998316175e-05,6.739282057383152e-05,8.0165851391028e-05,,8.913031441463863,29.0,4.0,3.0,0.0,9.024242586987533,0.0,0.0,0.0,,,,,,,,,,,,,
,,29.0,5.0,3.0,2905.0,9.214347378211692e-05,2.8430466239424547e-05,2.1260343173439166e-05,0.00018951432839790287,9.766298304673138e-05,8.980503283282152e-05,0.0001133637928075559,8.897283002830309e-05,8.784525970291793e-05,7.125962175429728e-05,8.76829765371974e-05,,8.913031441463863,29.0,5.0,3.0,0.0,10.198059438157804,0.0,0.0,0.0,,,,,,,,,,,,,
,,29.0,6.0,3.0,2906.0,0.00010303380174644338,1.6781795804653255e-05,2.1650280757739937e-05,0.0001922709859319302,0.00010511142820501836,9.71271216715374e-05,0.00012739504461115465,9.486889854629096e-05,9.898713385683812e-05,7.761222369363385e-05,0.000102061370273159,,8.913031441463863,29.0,6.0,3.0,0.0,11.349769454751339,0.0,0.0,0.0,,,,,,,,,,,,,
,,29.0,7.0,3.0,2907.0,0.00010935492628978081,1.0032082760041438e-05,4.122311326345509e-05,0.00018677088349503343,0.00010977967227888589,0.00010734312352886928,0.0001333183303441258,9.64257689262041e-05,0.00010637238963048387,8.534582605456533e-05,0.00010801452978489048,,8.913031441463863,29.0,7.0,3.0,0.0,11.022107356310665,0.0,0.0,0.0,,,,,,,,,,,,,
,,29.0,8.0,3.0,2908.0,0.00011317101376150053,1.4892013799289825e-05,8.87771180333915e-05,0.0001716370979785297,0.00011321270279545954,0.0001151863089110775,0.00013131847994347445,9.711942404596737e-05,0.00011253771968672404,8.893642715071209e-05,0.00010877128734994109,,8.913031441463863,29.0,8.0,3.0,0.0,11.51614634505868,0.0,0.0,0.0,,,,,,,,,,,,,
,,29.0,9.0,3.0,2909.0,0.00011569690629418988,3.0960500760208393e-05,0.00014146585765270183,0.000148347524730986,0.00011446459835978307,0.00012159827658178208,0.00012806319107424547,9.85606852392533e-05,0.00011787391088931102,9.33556284998158e-05,0.00011053705500172583,,8.913031441463863,29.0,9.0,3.0,0.0,3.5381357058334633,0.0,0.0,0.0,,,,,,,,,,,,,
,,29.0,10.0,3.0,2910.0,0.00011768148787433868,3.396985141304745e-05,0.0001388267491063035,0.0001235034374751993,0.00011564230805001433,0.00012397546291030592,0.00012479996765146035,9.941619322029466e-05,0.00012105632580428207,9.722242968028155e-05,0.00011210102063616377,,8.913031441463863,29.0,10.0,3.0,0.0,3.5853216187236012,0.0,0.0,0.0,,,,,,,,,,,,,
,,29.0,11.0,3.0,2911.0,0.00011874484811186012,4.002515658551155e-05,0.00011278006355174817,0.00010606064075673379,0.00011375115423909444,0.00012362250041803865,0.00012057996337339329,9.966282615176605e-05,0.00012422094657134146,0.0001008130307764283,0.00011285777820121437,,8.913031441463863,29.0,11.0,3.0,0.0,3.5927674471788116,0.0,0.0,0.0,,,,,,,,,,,,,
,,29.0,12.0,3.0,2912.0,0.000118271169083404,4.9644451012923515e-05,9.703813741514731e-05,9.38463314238662e-05,0.00011036821271960588,0.00012361186173365704,0.00011696586687767502,0.00010017150657292579,0.0001254288954584219,0.00010606083237848895,0.00011311003072289792,,8.913031441463863,29.0,12.0,3.0,0.0,3.576298977777158,0.0,0.0,0.0,,,,,,,,,,,,,
,,29.0,13.0,3.0,2913.0,0.00011854960194625229,7.158335264087446e-05,0.00010243797041070802,8.864240575286567e-05,0.00010920320623742406,0.00012377242891646785,0.00011400071412082765,0.00010025628664311908,0.00012601370697344185,0.0001038512317039371,0.0001129586792098878,,8.913031441463863,29.0,13.0,3.0,0.0,3.5811652659376154,0.0,0.0,0.0,,,,,,,,,,,,,
,,29.0,14.0,3.0,2914.0,0.00011812752379192887,8.516460175198173e-05,0.00011387971280628202,8.670945599603372e-05,0.000108516868086763,0.00012429454299939035,0.00011181697583801154,9.982467901304414e-05,0.00012565577084429564,0.00011710883575124821,0.00011265597618386756,,8.913031441463863,29.0,14.0,3.0,0.0,3.5540715019385,0.0,0.0,0.0,,,,,,,,,,,,,
,,29.0,15.0,3.0,2915.0,0.00011692925104057528,9.825096138370018e-05,0.0001189855786228929,8.581905380854162e-05,0.00010785137265849295,0.00012299736563685777,0.00011011435366607158,9.973989894285086e-05,0.0001247102856389123,0.00011407063482373943,0.00011149561458412329,,8.913031441463863,29.0,15.0,3.0,0.0,-11.918334028040926,0.0,0.0,0.0,,,,,,,,,,,,,
,,29.0,16.0,3.0,2916.0,0.00011588015346596775,0.0001343165166498498,0.0001419696107119041,8.814696359893322e-05,0.00010694147907614275,0.00012114131132989948,0.00010950740130942964,9.962428975622365e-05,0.00012320702233552862,0.0001115848340648686,0.00011119291155810304,,8.913031441463863,29.0,16.0,3.0,0.0,-11.927555061048343,0.0,0.0,0.0,,,,,,,,,,,,,
,,29.0,17.0,3.0,2917.0,0.00011430250536949602,0.0001698470682718362,0.00016024706390753134,9.671027924397095e-05,0.0001060006791362184,0.00011661386132507385,0.00011061937753274014,9.993258092056288e-05,0.00012006464425335883,0.00010882283322167877,0.00010917489138463475,,8.913031441463863,29.0,17.0,3.0,0.0,-13.228858079723656,0.0,0.0,0.0,,,,,,,,,,,,,
,,29.0,18.0,3.0,2918.0,0.00011353702981843262,0.0002164541734706087,0.00018877247276867374,0.00010451690016864629,0.0001088767471468803,0.00011968427050783136,0.00011278267647196547,0.0001022987156068665,0.00011672858371507358,0.00010633703246280794,0.0001081154307935639,,8.913031441463863,29.0,18.0,3.0,0.0,-13.761803715064845,0.0,0.0,0.0,,,,,,,,,,,,,
,,29.0,19.0,3.0,2919.0,0.00012097594723896873,0.0002502504601497926,0.00020673949966527956,0.00011253625284176044,0.00011505090439512898,0.00012296524351209986,0.000118505662259784,0.00010770922554102007,0.00012189778368341259,0.00011075623381191164,0.00011477489736600925,,8.913031441463863,29.0,19.0,3.0,0.0,-13.749498965793983,0.0,0.0,0.0,,,,,,,,,,,,,
,,29.0,20.0,3.0,2920.0,0.00012328400315240125,0.00025722592254807995,0.00020106520832050055,0.00011248150225419839,0.00011510572921636225,0.0001222455831642879,0.00012011141772080437,0.0001048806541082076,0.0001230095757327396,0.00010854663313735979,0.00011825598216524208,,8.913031441463863,29.0,20.0,3.0,0.0,-13.756605827848805,0.0,0.0,0.0,,,,,,,,,,,,,
,,29.0,21.0,3.0,2921.0,0.00011671247753862615,0.00024903363913266575,0.00018307647649280548,0.00011249835881866398,0.00011078316638348807,0.00011612484237360426,0.00011414671931311869,0.00010017150657292579,0.00011664337712218887,0.00010108923086074729,0.00011169741660147012,,8.913031441463863,29.0,21.0,3.0,0.0,1.6073651353175957,0.0,0.0,0.0,,,,,,,,,,,,,
,,29.0,22.0,3.0,2922.0,0.00010677473937874961,0.0002342668621672285,0.0001680621971128638,0.00011656429185947846,0.00010287628368387076,0.00010590275820306701,0.00010595366553227852,9.389007409951389e-05,0.00010682306064586203,8.976502740366903e-05,0.0001007496571604046,,8.913031441463863,29.0,22.0,3.0,0.0,3.00455926345341,0.0,0.0,0.0,,,,,,,,,,,,,
,,29.0,23.0,3.0,2923.0,9.727880420419453e-05,0.00021718462978264575,0.00015197507177906118,0.00012596580342823967,9.53738962974373e-05,9.619804830834679e-05,9.881224976900175e-05,8.717703399602706e-05,9.752322299595142e-05,7.623122327203894e-05,9.081090780607327e-05,,8.913031441463863,29.0,23.0,3.0,0.0,9.193319687525117,0.0,0.0,0.0,,,,,,,,,,,,,
,,29.0,24.0,3.0,2924.0,9.078874965887869e-05,0.00018063937493416828,0.00012195392389125159,0.00013633310117580044,9.618488573042802e-05,9.01336744013261e-05,9.467653731324121e-05,8.360085648969194e-05,9.002641160270561e-05,7.236442209157319e-05,8.349558467725069e-05,,8.913031441463863,29.0,24.0,3.0,0.0,8.707499252562476,0.0,0.0,0.0,,,,,,,,,,,,,
,,30.0,1.0,4.0,3001.0,8.943001093992811e-05,0.00013813349750776857,8.639041059769604e-05,0.00011893481355596054,9.572192528871208e-05,8.188088002903613e-05,9.508366014117272e-05,8.180506045741588e-05,8.456737234049774e-05,6.518321989927967e-05,8.309198064255703e-05,,3.380919520975771,30.0,1.0,4.0,0.0,9.024077000320956,0.0,0.0,0.0,,,,,,,,,,,,,
,,30.0,2.0,4.0,3002.0,8.704730310054555e-05,0.0001024191393542254,6.457660254558703e-05,0.00012871781170917986,9.454538124621751e-05,8.073966684192905e-05,9.459088304361951e-05,7.987053340118718e-05,8.199646016241412e-05,6.242121905608985e-05,8.08217079474052e-05,,3.380919520975771,30.0,2.0,4.0,0.0,8.773953013583817,0.0,0.0,0.0,,,,,,,,,,,,,
,,30.0,3.0,4.0,3003.0,8.59721782861252e-05,6.982555844329595e-05,4.610279409099209e-05,0.00013963590597374962,9.422627636256008e-05,8.061154093418951e-05,9.573192298612164e-05,7.920770739785784e-05,8.01362873153407e-05,6.352601939336578e-05,8.036765340837484e-05,,3.380919520975771,30.0,3.0,4.0,0.0,8.684746627467726,0.0,0.0,0.0,,,,,,,,,,,,,
,,30.0,4.0,4.0,3004.0,8.63759749400213e-05,4.64736710867767e-05,3.156873922142809e-05,0.0001541620838331902,9.543906321449107e-05,8.393298510159525e-05,9.862474431190987e-05,8.033297014769605e-05,8.012054633834192e-05,6.242121905608985e-05,8.117486147776215e-05,,3.380919520975771,30.0,4.0,4.0,0.0,8.842989500767498,0.0,0.0,0.0,,,,,,,,,,,,,
,,30.0,5.0,4.0,3005.0,8.885767288002163e-05,2.861744602770018e-05,2.1417539332635425e-05,0.0001679307363806471,0.00010060131407707024,9.348849272134781e-05,0.00010403062543071041,8.235227727411803e-05,8.057190174402437e-05,6.407841956200374e-05,8.440369375531143e-05,,3.380919520975771,30.0,5.0,4.0,0.0,9.265380823398665,0.0,0.0,0.0,,,,,,,,,,,,,
,,30.0,6.0,4.0,3006.0,9.134588270934762e-05,1.694183225930306e-05,2.1685179369143053e-05,0.00017594254791628301,0.00010624917786107662,0.00010255022682929525,0.00011116845993924934,8.329256532535271e-05,8.24769021560291e-05,6.849762091110745e-05,8.980189771933911e-05,,3.380919520975771,30.0,6.0,4.0,0.0,9.141059997067904,0.0,0.0,0.0,,,,,,,,,,,,,
,,30.0,7.0,4.0,3007.0,9.302627138938912e-05,1.0091031190318129e-05,4.097455990857315e-05,0.0001727118688646739,0.00011106094551250996,0.00011323495703747484,0.00011747917837844745,8.673771908684364e-05,8.518606117558027e-05,7.181202192293522e-05,9.24757744491846e-05,,3.380919520975771,30.0,7.0,4.0,0.0,8.989548972886233,0.0,0.0,0.0,,,,,,,,,,,,,
,,30.0,8.0,4.0,3008.0,9.80989652795369e-05,1.4914980002049141e-05,8.81056521537808e-05,0.00016398564898655366,0.00011391953556811533,0.0001196187447731411,0.00012079524556241002,9.082257701433851e-05,9.136439464760205e-05,7.81646238622718e-05,9.78739784132123e-05,,3.380919520975771,30.0,8.0,4.0,0.0,9.510022324375509,0.0,0.0,0.0,,,,,,,,,,,,,
,,30.0,9.0,4.0,3009.0,0.00010112072214120772,3.087103649050517e-05,0.00014026348051909772,0.00014325500928937505,0.00011519588117214806,0.00012385469931049266,0.00011921475914367323,9.342763735300503e-05,9.790477059059581e-05,8.313622538001348e-05,0.00010014425110836412,,3.380919520975771,30.0,9.0,4.0,0.0,3.044792877875591,0.0,0.0,0.0,,,,,,,,,,,,,
,,30.0,10.0,4.0,3010.0,0.00010279298008132126,3.397658346132246e-05,0.00013780801260667886,0.00012191068086959701,0.00011277265713574053,0.00012445533139952814,0.0001154628046447414,9.476099663877222e-05,0.00010178252605473044,8.617442630752227e-05,0.00010120371169943498,,3.380919520975771,30.0,10.0,4.0,0.0,3.070916377349538,0.0,0.0,0.0,,,,,,,,,,,,,
,,30.0,11.0,4.0,3011.0,0.00010302257352781219,4.0072875573072404e-05,0.00011223509724906373,0.00010685485029273035,0.00011080994080722272,0.00012390329935570594,0.00011085529169481803,9.461455833571109e-05,0.00010391816599928252,8.755542672911718e-05,0.00010029560262137426,,3.380919520975771,30.0,11.0,4.0,0.0,3.0564736136669404,0.0,0.0,0.0,,,,,,,,,,,,,
,,30.0,12.0,4.0,3012.0,0.00010216429392589924,4.972146362645288e-05,9.679190918581152e-05,9.583439981606996e-05,0.00011041925038428884,0.00012370627047142337,0.00010637393332285126,9.343534463211351e-05,0.00010363209085208727,8.72792266447982e-05,9.898388950861986e-05,,3.380919520975771,30.0,12.0,4.0,0.0,3.015326577995162,0.0,0.0,0.0,,,,,,,,,,,,,
,,30.0,13.0,4.0,3013.0,0.00010120088923153054,7.170580658026016e-05,0.000102416384984781,9.094127063768503e-05,0.00010990603058190062,0.00012354176511204473,0.00010240178899038683,9.22330090911905e-05,0.00010251858782699956,8.948882731935007e-05,9.72685723611718e-05,,3.380919520975771,30.0,13.0,4.0,0.0,2.983828288687262,0.0,0.0,0.0,,,,,,,,,,,,,
,,30.0,14.0,4.0,3014.0,0.00010021391142356681,8.549726324047091e-05,0.00011397583841314243,8.951422284852805e-05,0.00010885408321269522,0.00012230887550738963,9.950043607893008e-05,9.149311029677634e-05,0.00010169355531517212,8.783162681343616e-05,9.570460672673388e-05,,3.380919520975771,30.0,14.0,4.0,0.0,2.9455215121843694,0.0,0.0,0.0,,,,,,,,,,,,,
,,30.0,15.0,4.0,3015.0,9.950547316301692e-05,9.85775600790395e-05,0.00011912563660368013,8.969222428553977e-05,0.0001080409410617072,0.00011986675935169114,9.814021015197905e-05,9.123877008619647e-05,0.00010016257420446453,8.838402698207414e-05,9.499829966601997e-05,,3.380919520975771,30.0,15.0,4.0,0.0,2.9338493264636956,0.0,0.0,0.0,,,,,,,,,,,,,
,,30.0,16.0,4.0,3016.0,9.935429765327838e-05,0.00013443182382221085,0.00014201361965190886,9.03653803927416e-05,0.00010645641709377578,0.00011747467207669443,9.77655485661445e-05,9.157789036696963e-05,9.929682046953155e-05,8.617442630752227e-05,9.494784916168327e-05,,3.380919520975771,30.0,16.0,4.0,0.0,2.9419803681094496,0.0,0.0,0.0,,,,,,,,,,,,,
,,30.0,17.0,4.0,3017.0,9.970691051555944e-05,0.0001697313288264927,0.0001601872223442146,9.316760444924868e-05,0.00010411043171086444,0.00011394073114014463,9.816898864435037e-05,9.209427806723784e-05,9.902785507994366e-05,8.645062639184126e-05,9.499829966601997e-05,,3.380919520975771,30.0,17.0,4.0,0.0,2.9708468895812175,0.0,0.0,0.0,,,,,,,,,,,,,
,,30.0,18.0,4.0,3018.0,0.00010084984634611564,0.00021593576625640907,0.0001884559755039431,9.858384272653577e-05,0.00010264585081778937,0.00011336178783611235,9.943987127816327e-05,9.471475296412134e-05,0.0001008904232930821,8.451722580160839e-05,9.620911177010095e-05,,3.380919520975771,30.0,18.0,4.0,0.0,3.036094794487726,0.0,0.0,0.0,,,,,,,,,,,,,
,,30.0,19.0,4.0,3019.0,0.00010783826659187014,0.0002494365142608966,0.000206313270794698,0.00010560689690862866,0.00010865538145828152,0.00011824232774055155,0.0001037822005682114,9.934682770831834e-05,0.00010851692664899178,8.948882731935007e-05,9.99424490910173e-05,,3.380919520975771,30.0,19.0,4.0,0.0,3.3953392011664527,0.0,0.0,0.0,,,,,,,,,,,,,
,,30.0,20.0,4.0,3020.0,0.00011196963071380513,0.0002564258927772283,0.00020075570340110665,0.00010403399944796318,0.00011157415570810567,0.00011456234727191005,0.00010768967462780664,9.94007786620777e-05,0.00011060192171102606,9.142222790958292e-05,0.0001060974106200956,,3.380919520975771,30.0,20.0,4.0,0.0,3.3405734245591807,0.0,0.0,0.0,,,,,,,,,,,,,
,,30.0,21.0,4.0,3021.0,0.00010837148277982627,0.00024842205843937426,0.00018307692140379908,9.907040955381295e-05,0.00010896472335262839,0.00010730337919782842,0.00010419771122848941,9.636411069333624e-05,0.00010686994138170624,8.866022706639311e-05,0.00010221272178616913,,3.380919520975771,30.0,21.0,4.0,0.0,3.157697994264254,0.0,0.0,0.0,,,,,,,,,,,,,
,,30.0,22.0,4.0,3022.0,0.00010305533487668234,0.00023397229555817292,0.00016828928175335382,9.936244188279319e-05,0.00010175387131668838,9.653933624401858e-05,9.851026247186478e-05,9.14237447848e-05,0.00010072069449761697,7.899322411522876e-05,9.620911177010095e-05,,3.380919520975771,30.0,22.0,4.0,0.0,2.9589692209874783,0.0,0.0,0.0,,,,,,,,,,,,,
,,30.0,23.0,4.0,3023.0,9.590614712141734e-05,0.0002169632994327906,0.00015220459411792548,0.00010377083584180479,9.52134165160711e-05,8.716960191014121e-05,9.310000236432727e-05,8.694581562277262e-05,9.39312004838599e-05,7.125962175429728e-05,8.833883309357459e-05,,3.380919520975771,30.0,23.0,4.0,0.0,8.937665796511922,0.0,0.0,0.0,,,,,,,,,,,,,
,,30.0,24.0,4.0,3024.0,8.972018291473275e-05,0.00018062340497088745,0.0001223146432393932,0.0001086271232495496,9.750257719390986e-05,8.409655342438592e-05,8.942109981873686e-05,8.369334383899371e-05,8.782096384711545e-05,6.766902065815052e-05,8.248657459051655e-05,,3.380919520975771,30.0,24.0,4.0,0.0,8.339268631323854,0.0,0.0,0.0,,,,,,,,,,,,,
,,31.0,1.0,4.0,3101.0,8.814256822853559e-05,0.00013813349750776857,8.639041059769604e-05,0.00011893481355596054,9.572192528871208e-05,8.188088002903613e-05,8.450017758087017e-05,8.176652406187349e-05,8.396476667756612e-05,6.822142082678847e-05,8.08217079474052e-05,,9.045359453481806,31.0,1.0,4.0,0.0,8.901477667328292,0.0,0.0,0.0,,,,,,,,,,,,,
,,31.0,2.0,4.0,3102.0,8.602418059714525e-05,0.0001024191393542254,6.457660254558703e-05,0.00012871781170917986,9.454538124621751e-05,8.073966684192905e-05,8.391351769745597e-05,8.131179459447311e-05,8.123644472949469e-05,6.545941998359865e-05,7.890458878261032e-05,,9.045359453481806,31.0,2.0,4.0,0.0,8.712922381002453,0.0,0.0,0.0,,,,,,,,,,,,,
,,31.0,3.0,4.0,3103.0,8.463134776047296e-05,6.982555844329595e-05,4.610279409099209e-05,0.00013963590597374962,9.422627636256008e-05,8.061154093418951e-05,8.511068445686055e-05,8.158925664237842e-05,8.015818780507814e-05,6.545941998359865e-05,7.880368777393691e-05,,9.045359453481806,31.0,3.0,4.0,0.0,8.585209151156326,0.0,0.0,0.0,,,,,,,,,,,,,
,,31.0,4.0,4.0,3104.0,8.647798881085334e-05,4.64736710867767e-05,3.156873922142809e-05,0.0001541620838331902,9.543906321449107e-05,8.393298510159525e-05,8.87407391248903e-05,8.420973153926193e-05,8.13808510837009e-05,6.407841956200374e-05,8.112441097342545e-05,,9.045359453481806,31.0,4.0,4.0,0.0,9.019298680105456,0.0,0.0,0.0,,,,,,,,,,,,,
,,31.0,5.0,4.0,3105.0,9.271797059059965e-05,2.861744602770018e-05,2.1417539332635425e-05,0.0001679307363806471,0.00010060131407707024,9.348849272134781e-05,9.796799926933504e-05,9.024453108120244e-05,8.667050374559581e-05,7.07072215856593e-05,8.82883825892379e-05,,9.045359453481806,31.0,5.0,4.0,0.0,10.096252258431571,0.0,0.0,0.0,,,,,,,,,,,,,
,,31.0,6.0,4.0,3106.0,0.00010095835869992948,1.694183225930306e-05,2.1685179369143053e-05,0.00017594254791628301,0.00010624917786107662,0.00010255022682929525,0.00010996170760815715,9.51771897106302e-05,9.501732789677583e-05,7.291682226021116e-05,9.72685723611718e-05,,9.045359453481806,31.0,6.0,4.0,0.0,10.799399785182857,0.0,0.0,0.0,,,,,,,,,,,,,
,,31.0,7.0,4.0,3107.0,0.0001072737405702856,1.0091031190318129e-05,4.097455990857315e-05,0.0001727118688646739,0.00011106094551250996,0.00011323495703747484,0.00011623642114089777,9.688820567271295e-05,0.00010440955823776623,7.926942419954774e-05,0.00010387758842928048,,9.045359453481806,31.0,7.0,4.0,0.0,10.825273216231597,0.0,0.0,0.0,,,,,,,,,,,,,
,,31.0,8.0,4.0,3108.0,0.00011197086304683468,1.4914980002049141e-05,8.81056521537808e-05,0.00016398564898655366,0.00011391953556811533,0.0001196187447731411,0.00011659126887189703,9.744312976852357e-05,0.00010935941111357875,8.672682647616024e-05,0.00010705597020249302,,9.045359453481806,31.0,8.0,4.0,0.0,11.372256885971446,0.0,0.0,0.0,,,,,,,,,,,,,
,,31.0,9.0,4.0,3109.0,0.00011473009415966716,3.087103649050517e-05,0.00014026348051909772,0.00014325500928937505,0.00011519588117214806,0.00012385469931049266,0.00011560948451457216,9.848361244816849e-05,0.0001170115791058995,9.142222790958292e-05,0.00010942714390631828,,9.045359453481806,31.0,9.0,4.0,0.0,3.504457456842376,0.0,0.0,0.0,,,,,,,,,,,,,
,,31.0,10.0,4.0,3110.0,0.00011710696740895566,3.397658346132246e-05,0.00013780801260667886,0.00012191068086959701,0.00011277265713574053,0.00012445533139952814,0.00011397936563144195,9.923121852169112e-05,0.00012086503871423168,0.00010633703246280794,0.00011174786710580682,,9.045359453481806,31.0,10.0,4.0,0.0,3.5872980112493162,0.0,0.0,0.0,,,,,,,,,,,,,
,,31.0,11.0,4.0,3111.0,0.0001185533610666023,4.0072875573072404e-05,0.00011223509724906373,0.00010685485029273035,0.00011080994080722272,0.00012390329935570594,0.00011155967943719003,9.89152200782434e-05,0.0001254347127760084,9.722242968028155e-05,0.00011265597618386756,,9.045359453481806,31.0,11.0,4.0,0.0,3.612705518928667,0.0,0.0,0.0,,,,,,,,,,,,,
,,31.0,12.0,4.0,3112.0,0.00011803107870730076,4.972146362645288e-05,9.679190918581152e-05,9.583439981606996e-05,0.00011041925038428884,0.00012370627047142337,0.00010945367620578884,9.780537188662217e-05,0.00012393966215627628,0.00011462303499237738,0.00011290822870555109,,9.045359453481806,31.0,12.0,4.0,0.0,3.5624900231352763,0.0,0.0,0.0,,,,,,,,,,,,,
,,31.0,13.0,4.0,3113.0,0.00011803337263593597,7.170580658026016e-05,0.000102416384984781,9.094127063768503e-05,0.00010990603058190062,0.00012354176511204473,0.00010746172493785767,9.86762944258805e-05,0.00012410494241476349,0.00010495603204121303,0.00011401813980095864,,9.045359453481806,31.0,13.0,4.0,0.0,3.5857621232991286,0.0,0.0,0.0,,,,,,,,,,,,,
,,31.0,14.0,4.0,3114.0,0.00011815248656710985,8.549726324047091e-05,0.00011397583841314243,8.951422284852805e-05,0.00010885408321269522,0.00012230887550738963,0.00010588496968197315,9.746625160584901e-05,0.0001239571141090358,0.00010357503161961812,0.0001137154367749384,,9.045359453481806,31.0,14.0,4.0,0.0,3.550442495301058,0.0,0.0,0.0,,,,,,,,,,,,,
,,31.0,15.0,4.0,3115.0,0.0001162274655063618,9.85775600790395e-05,0.00011912563660368013,8.969222428553977e-05,0.0001080409410617072,0.00011986675935169114,0.00010451639902808843,9.685737655627902e-05,0.00012235427201637728,0.00010661323254712692,0.00011411904080963206,,9.045359453481806,31.0,15.0,4.0,0.0,-11.903804161653259,0.0,0.0,0.0,,,,,,,,,,,,,
,,31.0,16.0,4.0,3116.0,0.00011509882626967428,0.00013443182382221085,0.00014201361965190886,9.03653803927416e-05,0.00010645641709377578,0.00011747467207669443,0.00010321675032365279,9.687279111449598e-05,0.00012075348309463161,0.0001038512317039371,0.00011396768929662194,,9.045359453481806,31.0,16.0,4.0,0.0,-11.925618878799709,0.0,0.0,0.0,,,,,,,,,,,,,
,,31.0,17.0,4.0,3117.0,0.00011300440038574992,0.0001697313288264927,0.0001601872223442146,9.316760444924868e-05,0.00010411043171086444,0.00011394073114014463,0.00010243516977524652,9.66261581830246e-05,0.00011740373475026044,0.000105232232125532,0.00011285777820121437,,9.045359453481806,31.0,17.0,4.0,0.0,-13.23864398121366,0.0,0.0,0.0,,,,,,,,,,,,,
,,31.0,18.0,4.0,3118.0,0.00011086632142827503,0.00021593576625640907,0.0001884559755039431,9.858384272653577e-05,0.00010264585081778937,0.00011336178783611235,0.00010196251303509273,9.756644623425925e-05,0.0001128829945952408,0.00010026063060779033,0.00010937669340198158,,9.045359453481806,31.0,18.0,4.0,0.0,-13.773292171537866,0.0,0.0,0.0,,,,,,,,,,,,,
,,31.0,19.0,4.0,3119.0,0.0001141577515447105,0.0002494365142608966,0.000206313270794698,0.00010560689690862866,0.00010865538145828152,0.00011824232774055155,0.00010401504537247718,0.0001034316856358132,0.00011549154824006063,0.00010108923086074729,0.00010937669340198158,,9.045359453481806,31.0,19.0,4.0,0.0,-13.754988358288644,0.0,0.0,0.0,,,,,,,,,,,,,
