Load Shapes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CAISO TOU Impacts,High (MRW S4 x1.5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Forecasts by year (scalars for profiles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Annual Net Energy for Loads by Region and Category (note: flexible part of the EV load is taken out and treated separately),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4.0,14.0,3.0,414.0,0.00012559534306741973,8.516460175198173e-05,0.00011387971280628202,8.670945599603372e-05,0.000108516868086763,0.00012429454299939035,0.00010725234896032721,9.626595610721506e-05,0.0001347673684927317,0.00010188373901643553,0.00011541978438216518,,14.341145931672976,4.0,14.0,3.0,0.0,3.8765969367858157,0.0,0.0,0.0,,4.0,14.0,8.549726324047091e-05,0.00011397583841314243,8.951422284852805e-05,0.00010885408321269522,0.00012230887550738963,,,,,
,,4.0,15.0,3.0,415.0,0.00012542347840331975,9.825096138370018e-05,0.0001189855786228929,8.581905380854162e-05,0.00010785137265849295,0.00012299736563685777,0.00010573268407330963,9.526265560553122e-05,0.00013440097179144152,0.00010051800524945918,0.00011468023001833242,,14.341145931672976,4.0,15.0,3.0,0.0,-11.551102671475338,0.0,0.0,0.0,,4.0,15.0,9.85775600790395e-05,0.00011912563660368013,8.969222428553977e-05,0.0001080409410617072,0.00011986675935169114,,,,,
,,4.0,16.0,3.0,416.0,0.00012302575674807097,0.0001343165166498498,0.0001419696107119041,8.814696359893322e-05,0.00010694147907614275,0.00012114131132989948,0.00010504483575602799,9.487005975704624e-05,0.00013370148717988756,9.805968446890175e-05,0.00011438440827279931,,14.341145931672976,4.0,16.0,3.0,0.0,-11.595035826851289,0.0,0.0,0.0,,4.0,16.0,0.00013443182382221085,0.00014201361965190886,9.03653803927416e-05,0.00010645641709377578,0.00011747467207669443,,,,,
,,4.0,17.0,3.0,417.0,0.00012110171087436609,0.0001698470682718362,0.00016024706390753134,9.671027924397095e-05,0.0001060006791362184,0.00011661386132507385,0.00010574468142768083,9.584427908476823e-05,0.00012917149160029994,9.560136368834433e-05,0.00011305321041790037,,14.341145931672976,4.0,17.0,3.0,0.0,-12.945723867298392,0.0,0.0,0.0,,4.0,17.0,0.0001697313288264927,0.0001601872223442146,9.316760444924868e-05,0.00010411043171086444,0.00011394073114014463,,,,,
,,4.0,18.0,3.0,418.0,0.00012165503125634658,0.0002164541734706087,0.00018877247276867374,0.00010451690016864629,0.0001088767471468803,0.00011968427050783136,0.00011104351294162369,0.00010133335067006747,0.00012717296413871715,9.724024420871595e-05,0.00011468023001833242,,14.341145931672976,4.0,18.0,3.0,0.0,-13.532416422407174,0.0,0.0,0.0,,4.0,18.0,0.00021593576625640907,0.0001884559755039431,9.858384272653577e-05,0.00010264585081778937,0.00011336178783611235,,,,,
,,4.0,19.0,3.0,419.0,0.0001311075877818466,0.0002502504601497926,0.00020673949966527956,0.00011253625284176044,0.00011505090439512898,0.00012296524351209986,0.00011852186383299964,0.00010632077200452481,0.00013263560586704342,0.00010379576629020241,0.0001238507041298586,,14.341145931672976,4.0,19.0,3.0,0.0,-13.553083641109898,0.0,0.0,0.0,,4.0,19.0,0.0002494365142608966,0.000206313270794698,0.00010560689690862866,0.00010865538145828152,0.00011824232774055155,,,,,
,,4.0,20.0,3.0,420.0,0.00013022730535596855,0.00025722592254807995,0.00020106520832050055,0.00011248150225419839,0.00011510572921636225,0.0001222455831642879,0.00011835390087180296,0.00010436506305559037,0.00013013744654006494,0.00010379576629020241,0.00012439304399666928,,14.341145931672976,4.0,20.0,3.0,0.0,-13.540027401030391,0.0,0.0,0.0,,4.0,20.0,0.0002564258927772283,0.00020075570340110665,0.00010403399944796318,0.00011157415570810567,0.00011456234727191005,,,,,
,,4.0,21.0,3.0,421.0,0.00012535221744503438,0.00024903363913266575,0.00018307647649280548,0.00011249835881866398,0.00011078316638348807,0.00011612484237360426,0.00011469870690671332,0.0001000465087222556,0.00012407524657326386,9.724024420871595e-05,0.0001195612888196286,,14.341145931672976,4.0,21.0,3.0,0.0,1.7297008800456077,0.0,0.0,0.0,,4.0,21.0,0.00024842205843937426,0.00018307692140379908,9.907040955381295e-05,0.00010896472335262839,0.00010730337919782842,,,,,
,,4.0,22.0,3.0,422.0,0.000116515858617649,0.0002342668621672285,0.0001680621971128638,0.00011656429185947846,0.00010287628368387076,0.00010590275820306701,0.00010747230045713238,9.276167464481209e-05,0.00011618106310001191,9.068472212722947e-05,0.0001117220125630014,,14.341145931672976,4.0,22.0,3.0,0.0,3.412121540194838,0.0,0.0,0.0,,4.0,22.0,0.00023397229555817292,0.00016828928175335382,9.936244188279319e-05,0.00010175387131668838,9.653933624401858e-05,,,,,
,,4.0,23.0,3.0,423.0,0.00010644291257295872,0.00021718462978264575,0.00015197507177906118,0.00012596580342823967,9.53738962974373e-05,9.619804830834679e-05,9.882620707362713e-05,8.486613591416973e-05,0.0001052557796433594,7.97588519914187e-05,0.00010023426811146596,,14.341145931672976,4.0,23.0,3.0,0.0,10.148160172170627,0.0,0.0,0.0,,4.0,23.0,0.0002169632994327906,0.00015220459411792548,0.00010377083584180479,9.52134165160711e-05,8.716960191014121e-05,,,,,
,,4.0,24.0,3.0,424.0,9.6428652023327e-05,0.00018063937493416828,0.00012195392389125159,0.00013633310117580044,9.618488573042802e-05,9.01336744013261e-05,9.171577504963437e-05,8.030766189564969e-05,9.592931815597313e-05,7.183759614295588e-05,9.002841789057395e-05,,14.341145931672976,4.0,24.0,3.0,0.0,9.106888358595553,0.0,0.0,0.0,,4.0,24.0,0.00018062340497088745,0.0001223146432393932,0.0001086271232495496,9.750257719390986e-05,8.409655342438592e-05,,,,,
,,5.0,1.0,3.0,501.0,8.701382188750748e-05,0.00013825400786444256,8.72853676855158e-05,0.00014877854282333334,9.427894274047197e-05,8.591362755567457e-05,8.459734478939416e-05,7.984236311226008e-05,8.500403469932063e-05,7.129130263616535e-05,8.312591049480157e-05,,6.699443570533156,5.0,1.0,3.0,0.0,8.902369671038592,0.0,0.0,0.0,,5.0,1.0,0.000138418340168998,8.850576371436094e-05,9.792318347779442e-05,9.971594506248108e-05,8.551849060433133e-05,,,,,
,,5.0,2.0,3.0,502.0,8.47460466856026e-05,0.00010231954980304881,6.429426616775154e-05,0.00016000730527199018,9.219110180354128e-05,8.378845865884503e-05,8.390949647211251e-05,7.801751944615397e-05,8.140668526847165e-05,6.965242211579372e-05,8.130167639734745e-05,,6.699443570533156,5.0,2.0,3.0,0.0,8.696468890161004,0.0,0.0,0.0,,5.0,2.0,0.00010306647143687304,6.641178900151782e-05,0.00010027568764424834,9.811073364895193e-05,8.476734133548528e-05,,,,,
,,5.0,3.0,3.0,503.0,8.412146534533674e-05,6.963162366798887e-05,4.584495058069297e-05,0.00017222691678136064,9.224801878873394e-05,8.345941128886871e-05,8.478130422308576e-05,7.822108766388693e-05,7.98744808812582e-05,6.555522081486469e-05,8.095655102755883e-05,,6.699443570533156,5.0,3.0,3.0,0.0,8.700161525216588,0.0,0.0,0.0,,5.0,3.0,7.108613448279194e-05,4.777877690793642e-05,0.00010498119991177836,9.764574573142471e-05,8.461487915354345e-05,,,,,
,,5.0,4.0,3.0,504.0,8.552153358459041e-05,4.6265291372162446e-05,3.132865076380404e-05,0.00018147381954955572,9.292599296903284e-05,8.464518631102116e-05,8.891639236302305e-05,8.099833977724363e-05,8.223940504413113e-05,6.801354159542212e-05,8.347103586459019e-05,,6.699443570533156,5.0,4.0,3.0,0.0,9.099303700586086,0.0,0.0,0.0,,5.0,4.0,4.782813923176933e-05,3.312931419598446e-05,0.00011269155092623929,9.912400527800456e-05,8.891233528950157e-05,,,,,
,,5.0,5.0,3.0,505.0,9.234162647460749e-05,2.8430466239424547e-05,2.1260343173439166e-05,0.00018951432839790287,9.766298304673138e-05,8.980503283282152e-05,9.960203598963084e-05,8.677095280867092e-05,8.880123687632791e-05,7.293018315653697e-05,9.066936500589568e-05,,6.699443570533156,5.0,5.0,3.0,0.0,10.045587055589747,0.0,0.0,0.0,,5.0,5.0,2.983281465149179e-05,2.2439314367411036e-05,0.00011998604845905342,0.00010295481224880945,9.344575158157621e-05,,,,,
,,5.0,6.0,3.0,506.0,0.0001053949573040563,1.6781795804653255e-05,2.1650280757739937e-05,0.0001922709859319302,0.00010511142820501836,9.71271216715374e-05,0.00011433878627557758,9.190378001293752e-05,0.00010159181263045766,8.030514549820925e-05,0.00010437577254892939,,6.699443570533156,5.0,6.0,3.0,0.0,11.460437095910867,0.0,0.0,0.0,,5.0,6.0,1.798206921452678e-05,2.19120203432633e-05,0.0001307037996109795,0.00010859256549939764,0.00010554961839310607,,,,,
,,5.0,7.0,3.0,507.0,0.00011400495779335876,1.0032082760041438e-05,4.122311326345509e-05,0.00018677088349503343,0.00010977967227888589,0.00010734312352886928,0.00012145321741769405,9.365592074413898e-05,0.00011444900596664017,8.740696108648626e-05,0.00011019360021108037,,6.699443570533156,5.0,7.0,3.0,0.0,11.402454294549583,0.0,0.0,0.0,,5.0,7.0,1.0474195987116625e-05,3.9358963101840546e-05,0.00012988800012537263,0.00011320476538703843,0.00011398308389632699,,,,,
,,5.0,8.0,3.0,508.0,0.00011729972915878803,1.4892013799289825e-05,8.87771180333915e-05,0.0001716370979785297,0.00011321270279545954,0.0001151863089110775,0.0001208133585178972,9.588063055222053e-05,0.0001212439993360216,9.068472212722947e-05,0.00011122897632044623,,6.699443570533156,5.0,8.0,3.0,0.0,11.914147190394024,0.0,0.0,0.0,,5.0,8.0,1.5064260319984707e-05,8.374112393631136e-05,0.00012411533588561086,0.00011607866381038594,0.00012269895558387721,,,,,
,,5.0,9.0,3.0,509.0,0.00012040167675473925,3.0960500760208393e-05,0.00014146585765270183,0.000148347524730986,0.00011446459835978307,0.00012159827658178208,0.00011922970774089994,9.881782912236743e-05,0.00012700642018358528,9.50550701815538e-05,0.0001134476394119445,,6.699443570533156,5.0,9.0,3.0,0.0,3.7981994447732164,0.0,0.0,0.0,,5.0,9.0,3.0289518737434227e-05,0.00013244802915067107,0.0001121617068468177,0.00011381210374712381,0.00012553510865295385,,,,,
,,5.0,10.0,3.0,510.0,0.0001229167694001051,3.396985141304745e-05,0.0001388267491063035,0.0001235034374751993,0.00011564230805001433,0.00012397546291030592,0.000118041969658152,0.00010163143270317645,0.00013057046082340788,9.915227148248283e-05,0.00011561699887918724,,6.699443570533156,5.0,10.0,3.0,0.0,3.867631136296266,0.0,0.0,0.0,,5.0,10.0,3.402034177511004e-05,0.00013118622535911875,9.999486547460959e-05,0.00011453358131762245,0.0001266065167555017,,,,,
,,5.0,11.0,3.0,511.0,0.00012333175968659048,4.002515658551155e-05,0.00011278006355174817,0.00010606064075673379,0.00011375115423909444,0.00012362250041803865,0.00011619037796686478,0.00010344173578230162,0.00013173626850933114,0.00010270317927662134,0.00011675098223706414,,6.699443570533156,5.0,11.0,3.0,0.0,3.847483582750667,0.0,0.0,0.0,,5.0,11.0,4.0383048992217926e-05,0.00010869281628161481,8.89138022480505e-05,0.00011439477562950389,0.0001250290071305946,,,,,
,,5.0,12.0,3.0,512.0,0.0001227490965570807,4.9644451012923515e-05,9.703813741514731e-05,9.38463314238662e-05,0.00011036821271960588,0.00012361186173365704,0.00011466271484359975,0.00010472130743662305,0.00013223590037472687,0.00010953184811150308,0.00011852591271026274,,6.699443570533156,5.0,12.0,3.0,0.0,3.8240900059284444,0.0,0.0,0.0,,5.0,12.0,5.022204561439377e-05,9.519142569512869e-05,7.959071379480144e-05,0.00011465910017067277,0.00012494039861936682,,,,,
,,5.0,13.0,3.0,513.0,0.00012204906243745389,7.158335264087446e-05,0.00010243797041070802,8.864240575286567e-05,0.00010920320623742406,0.00012377242891646785,0.00011345898028835689,0.00010629896112405342,0.0001316696509272784,0.00010816611434452673,0.00011734262572813032,,6.699443570533156,5.0,13.0,3.0,0.0,3.7942247222424172,0.0,0.0,0.0,,5.0,13.0,7.25017571862672e-05,0.0001022760797162555,7.67484301527185e-05,0.00011458445283777621,0.00012389063748125787,,,,,
,,5.0,14.0,3.0,514.0,0.00012049808863947828,8.516460175198173e-05,0.00011387971280628202,8.670945599603372e-05,0.000108516868086763,0.00012429454299939035,0.00011193131716509185,0.00010757126248488436,0.00013153641576317288,0.00011199016889206051,0.00011527187350939863,,6.699443570533156,5.0,14.0,3.0,0.0,3.710818354923072,0.0,0.0,0.0,,5.0,14.0,8.765956291565087e-05,0.00011460065485773516,7.634555341153683e-05,0.000114048934882658,0.00012259472464281682,,,,,
,,5.0,15.0,3.0,515.0,0.00011910221222130022,9.825096138370018e-05,0.0001189855786228929,8.581905380854162e-05,0.00010785137265849295,0.00012299736563685777,0.00011153940358896626,0.0001087490500303393,0.00013146979818112013,0.00011444848967261794,0.00011566630250344276,,6.699443570533156,5.0,15.0,3.0,0.0,-11.50339662831482,0.0,0.0,0.0,,5.0,15.0,0.00010070045159874518,0.00012003601347879691,7.555221863997246e-05,0.00011338132138799718,0.00012097400451955659,,,,,
,,5.0,16.0,3.0,516.0,0.00011827223164832949,0.0001343165166498498,0.0001419696107119041,8.814696359893322e-05,0.00010694147907614275,0.00012114131132989948,0.00011175535596764771,0.00010912710529184336,0.000127772522377192,0.00011390219616582739,0.00011832869821324068,,6.699443570533156,5.0,16.0,3.0,0.0,-11.504149136799649,0.0,0.0,0.0,,5.0,16.0,0.00013518132044255745,0.00014229967776193975,7.747705216861711e-05,0.00011150426481973712,0.00011773882877115681,,,,,
,,5.0,17.0,3.0,517.0,0.00011773148672957583,0.0001698470682718362,0.00016024706390753134,9.671027924397095e-05,0.0001060006791362184,0.00011661386132507385,0.00011385489298260619,0.00010953424172730927,0.00012454156964763317,0.00010925870135810781,0.00011517326626088758,,6.699443570533156,5.0,17.0,3.0,0.0,-12.908044872996506,0.0,0.0,0.0,,5.0,17.0,0.00016897902243176015,0.00015979825218265573,8.111828530482449e-05,0.00010877097136374884,0.00011446289366670252,,,,,
,,5.0,18.0,3.0,518.0,0.00011891777209397339,0.0002164541734706087,0.00018877247276867374,0.00010451690016864629,0.0001088767471468803,0.00011968427050783136,0.00011678224744917689,0.00011054481252248357,0.0001253076718412399,0.00010543464681057403,0.00011620864237025345,,6.699443570533156,5.0,18.0,3.0,0.0,-13.497122131469157,0.0,0.0,0.0,,5.0,18.0,0.00021256611936411096,0.0001863987432831941,8.748480491944024e-05,0.00010610571320643843,0.0001139324669392963,,,,,
,,5.0,19.0,3.0,519.0,0.00012575882408936853,0.0002502504601497926,0.00020673949966527956,0.00011253625284176044,0.00011505090439512898,0.00012296524351209986,0.00012246099518487414,0.00011354744373404461,0.00013023737291314408,0.00011007814161829362,0.00012108970117154962,,6.699443570533156,5.0,19.0,3.0,0.0,-13.521816487646882,0.0,0.0,0.0,,5.0,19.0,0.00024414586598307244,0.00020354278313591793,9.691594989337105e-05,0.00010853734464413344,0.00011681000003740969,,,,,
,,5.0,20.0,3.0,520.0,0.0001261821980180051,0.00025722592254807995,0.00020106520832050055,0.00011248150225419839,0.00011510572921636225,0.0001222455831642879,0.00012287290435161838,0.00010998499992371796,0.0001282721542425877,0.00010598094031736458,0.00012113900479580514,,6.699443570533156,5.0,20.0,3.0,0.0,-13.506437184566531,0.0,0.0,0.0,,5.0,20.0,0.00025122569926669256,0.00019874392142504635,9.705023526660969e-05,0.00011447978314138602,0.00011612750664238323,,,,,
,,5.0,21.0,3.0,521.0,0.00011856565912362218,0.00024903363913266575,0.00018307647649280548,0.00011249835881866398,0.00011078316638348807,0.00011612484237360426,0.00011605840706878168,0.00010345627636928256,0.00012230988064886573,9.778653771550648e-05,0.00011487744451535449,,6.699443570533156,5.0,21.0,3.0,0.0,1.5838082769576916,0.0,0.0,0.0,,5.0,21.0,0.0002444467839329796,0.0001830798133252575,9.444039077176946e-05,0.00011290575077561558,0.00011021368103085627,,,,,
,,5.0,22.0,3.0,522.0,0.00010832084841483191,0.0002342668621672285,0.0001680621971128638,0.00011656429185947846,0.00010287628368387076,0.00010590275820306701,0.00010672446536799478,9.513906061619336e-05,0.00010995231917807893,8.713381433309098e-05,0.00010486880879148454,,6.699443570533156,5.0,22.0,3.0,0.0,2.9508566757610897,0.0,0.0,0.0,,5.0,22.0,0.00023205761259931183,0.00016976533191653888,9.437885993714989e-05,0.00010568959149222548,9.885299060058307e-05,,,,,
,,5.0,23.0,3.0,523.0,9.762332102987579e-05,0.00021718462978264575,0.00015197507177906118,0.00012596580342823967,9.53738962974373e-05,9.619804830834679e-05,9.845028996999645e-05,8.709811601574173e-05,9.899372693040006e-05,7.757367796425655e-05,9.397270783101529e-05,,6.699443570533156,5.0,23.0,3.0,0.0,9.054007773447376,0.0,0.0,0.0,,5.0,23.0,0.00021552465215873202,0.00015369648932054325,9.561212505510063e-05,9.910932767262337e-05,9.058632389380338e-05,,,,,
,,5.0,24.0,3.0,524.0,9.095832551965627e-05,0.00018063937493416828,0.00012195392389125159,0.00013633310117580044,9.618488573042802e-05,9.01336744013261e-05,9.432719918443036e-05,8.22270193771318e-05,9.329792366488915e-05,6.9925568869189e-05,8.771114755056464e-05,,6.699443570533156,5.0,24.0,3.0,0.0,8.710507485920166,0.0,0.0,0.0,,5.0,24.0,0.00018051960020956214,0.0001246593190023136,9.618121709074175e-05,0.00010151764196909713,8.814611998525344e-05,,,,,
,,6.0,1.0,4.0,601.0,8.303578368675383e-05,0.00013813349750776857,8.639041059769604e-05,0.00011893481355596054,9.572192528871208e-05,8.188088002903613e-05,8.995616307519296e-05,7.746497714087882e-05,7.840889407609749e-05,6.664780782844577e-05,7.888579880882711e-05,,0.4953115961140821,6.0,1.0,4.0,0.0,8.441056733005574,0.0,0.0,0.0,,6.0,1.0,0.00013813349750776857,8.639041059769604e-05,8.157245418753669e-05,0.00010867737579100358,8.939943758723552e-05,,,,,
,,6.0,2.0,4.0,602.0,8.129198611930015e-05,0.0001024191393542254,6.457660254558703e-05,0.00012871781170917986,9.454538124621751e-05,8.073966684192905e-05,9.00921330913998e-05,7.611997284514324e-05,7.690999847991041e-05,6.337004678770252e-05,7.735738645690609e-05,,0.4953115961140821,6.0,2.0,4.0,0.0,8.289605174871381,0.0,0.0,0.0,,6.0,2.0,0.00010241913935422538,6.457660254558703e-05,8.255453506954981e-05,0.00010685480778310411,8.911980135038995e-05,,,,,
,,6.0,3.0,4.0,603.0,8.105724413906601e-05,6.982555844329595e-05,4.610279409099209e-05,0.00013963590597374962,9.422627636256008e-05,8.061154093418951e-05,9.197171860955312e-05,7.686154278117041e-05,7.700992485298956e-05,6.255060652751672e-05,7.730808283265057e-05,,0.4953115961140821,6.0,3.0,4.0,0.0,8.343770648788055,0.0,0.0,0.0,,6.0,3.0,6.982555844329595e-05,4.610279409099209e-05,8.297881046399961e-05,0.00010615494165771278,8.954105894505371e-05,,,,,
,,6.0,4.0,4.0,604.0,8.356395314228064e-05,4.64736710867767e-05,3.156873922142809e-05,0.0001541620838331902,9.543906321449107e-05,8.393298510159525e-05,9.746250779343504e-05,7.977693047084591e-05,7.92083050607306e-05,6.337004678770252e-05,8.021699666372607e-05,,0.4953115961140821,6.0,4.0,4.0,0.0,8.80655466438884,0.0,0.0,0.0,,6.0,4.0,4.64736710867767e-05,3.156873922142809e-05,8.587449282648201e-05,0.00010831150700744418,9.415961078685275e-05,,,,,
,,6.0,5.0,4.0,605.0,8.995648028258553e-05,2.861744602770018e-05,2.1417539332635425e-05,0.0001679307363806471,0.00010060131407707024,9.348849272134781e-05,0.00010893997680854145,8.538959704548303e-05,8.54037401916372e-05,6.883298185560792e-05,8.766184392630912e-05,,0.4953115961140821,6.0,5.0,4.0,0.0,9.790796513752865,0.0,0.0,0.0,,6.0,5.0,2.8617446027700184e-05,2.1417539332635425e-05,8.731459678732664e-05,0.00011232288950276135,9.877685661569115e-05,,,,,
,,6.0,6.0,4.0,606.0,0.00010130373993426116,1.694183225930306e-05,2.1685179369143053e-05,0.00017594254791628301,0.00010624917786107662,0.00010255022682929525,0.0001225209819567301,9.07768845219158e-05,9.456365772389157e-05,7.42959169235133e-05,9.831142676550079e-05,,0.4953115961140821,6.0,6.0,4.0,0.0,10.723485132376641,0.0,0.0,0.0,,6.0,6.0,1.694183225930306e-05,2.1685179369143053e-05,9.047075336901216e-05,0.00011795202529406906,0.00011031161314432094,,,,,
,,6.0,7.0,4.0,607.0,0.00010912986988242462,1.0091031190318129e-05,4.097455990857315e-05,0.0001727118688646739,0.00011106094551250996,0.00011323495703747484,0.00012854765296919191,9.313972990631615e-05,0.0001010255631830092,7.866626497783763e-05,0.0001035869145608411,,0.4953115961140821,6.0,7.0,4.0,0.0,10.970380246361392,0.0,0.0,0.0,,6.0,7.0,1.009103119031813e-05,4.097455990857315e-05,9.152003357900606e-05,0.00012366821722381506,0.00011989757010035034,,,,,
,,6.0,8.0,4.0,608.0,0.00011480140379772461,1.4914980002049141e-05,8.81056521537808e-05,0.00016398564898655366,0.00011391953556811533,0.0001196187447731411,0.0001275478734382593,9.528446648600261e-05,0.00010788717413444339,8.631437407290518e-05,0.00010758050812553798,,0.4953115961140821,6.0,8.0,4.0,0.0,11.604360572898997,0.0,0.0,0.0,,6.0,8.0,1.4914980002049141e-05,8.81056521537808e-05,9.044011684805183e-05,0.00012550766943741277,0.00012908667189392243,,,,,
,,6.0,9.0,4.0,609.0,0.00011848182270210998,3.087103649050517e-05,0.00014026348051909772,0.00014325500928937505,0.00011519588117214806,0.00012385469931049266,0.00012454053660921398,9.792358302304052e-05,0.00011421584442945552,9.368933641457745e-05,0.00011048942195661348,,0.4953115961140821,6.0,9.0,4.0,0.0,3.7069187286248897,0.0,0.0,0.0,,6.0,9.0,3.087103649050517e-05,0.00014026348051909772,8.656374669560746e-05,0.0001257700966588275,0.00013434383212168795,,,,,
,,6.0,10.0,4.0,610.0,0.00012176401860431242,3.397658346132246e-05,0.00013780801260667886,0.00012191068086959701,0.00011277265713574053,0.00012445533139952814,0.00012194910806503664,0.00010094802511507295,0.00012081098505267866,0.00010106429875624973,0.00011423649740003276,,0.4953115961140821,6.0,10.0,4.0,0.0,3.864454397974671,0.0,0.0,0.0,,6.0,10.0,3.3976583461322464e-05,0.00013780801260667886,8.1615446888146e-05,0.00012876425363607573,0.00013757899012929243,,,,,
,,6.0,11.0,4.0,611.0,0.00012300898946376854,4.0072875573072404e-05,0.00011223509724906373,0.00010685485029273035,0.00011080994080722272,0.00012390329935570594,0.00011982157722321204,0.0001041469542508765,0.0001243417169014749,0.00010598094031736458,0.00011556769525493172,,0.4953115961140821,6.0,11.0,4.0,0.0,3.844261105334975,0.0,0.0,0.0,,6.0,11.0,4.0072875573072404e-05,0.00011223509724906373,7.594554395461424e-05,0.00012982985070282292,0.00013839984644145305,,,,,
,,6.0,12.0,4.0,612.0,0.00012375094179415148,4.972146362645288e-05,9.679190918581152e-05,9.583439981606996e-05,0.00011041925038428884,0.00012370627047142337,0.00011789800140569769,0.00010688058460329043,0.0001253742894232927,0.00011308275590564159,0.00011699750035834172,,0.4953115961140821,6.0,12.0,4.0,0.0,3.8749092337933737,0.0,0.0,0.0,,6.0,12.0,4.9721463626452876e-05,9.67919091858115e-05,7.11964625658134e-05,0.00013015301296514376,0.00013926005633851184,,,,,
,,6.0,13.0,4.0,613.0,0.00012471925246261732,7.170580658026016e-05,0.000102416384984781,9.094127063768503e-05,0.00010990603058190062,0.00012354176511204473,0.00011569448731952221,0.00010910529441137197,0.00012830546303361405,0.00011881883772694225,0.00011758914384940792,,0.4953115961140821,6.0,13.0,4.0,0.0,3.904003597335754,0.0,0.0,0.0,,6.0,13.0,7.170580658026016e-05,0.000102416384984781,6.97351018725567e-05,0.00013130879770261166,0.0001413245784937883,,,,,
,,6.0,14.0,4.0,614.0,0.0001245893060092734,8.549726324047091e-05,0.00011397583841314243,8.951422284852805e-05,0.00010885408321269522,0.00012230887550738963,0.0001135669564776976,0.00011144632891530092,0.0001286052421528515,0.0001253743598084287,0.00011832869821324068,,0.4953115961140821,6.0,14.0,4.0,0.0,3.8789988986434167,0.0,0.0,0.0,,6.0,14.0,8.549726324047091e-05,0.00011397583841314243,6.879062090086292e-05,0.00013218483392141858,0.00014132402759875173,,,,,
,,6.0,15.0,4.0,615.0,0.0001238557373210417,9.85775600790395e-05,0.00011912563660368013,8.969222428553977e-05,0.0001080409410617072,0.00011986675935169114,0.00011201129952756645,0.00011309668553763592,0.000126806567437427,0.00012619380006861453,0.00011768775109791895,,0.4953115961140821,6.0,15.0,4.0,0.0,-11.460352515737984,0.0,0.0,0.0,,6.0,15.0,9.85775600790395e-05,0.00011912563660368013,6.803816796271695e-05,0.00013280641879205533,0.00014013096519378005,,,,,
,,6.0,16.0,4.0,616.0,0.00012172629221463192,0.00013443182382221085,0.00014201361965190886,9.03653803927416e-05,0.00010645641709377578,0.00011747467207669443,0.00011192331892884439,0.00011406363457186746,0.00012407524657326386,0.00012236974552108074,0.00011744123297664137,,0.4953115961140821,6.0,16.0,4.0,0.0,-11.468306344248024,0.0,0.0,0.0,,6.0,16.0,0.00013443182382221085,0.00014201361965190886,6.947173221359543e-05,0.0001315856391871,0.00013700814947812772,,,,,
,,6.0,17.0,4.0,617.0,0.00011922796685356852,0.0001697313288264927,0.0001601872223442146,9.316760444924868e-05,0.00010411043171086444,0.00011394073114014463,0.00011306306759410757,0.00011407090486535792,0.00012071105867959953,0.00011936513123373279,0.00011566630250344276,,0.4953115961140821,6.0,17.0,4.0,0.0,-12.941793177089426,0.0,0.0,0.0,,6.0,17.0,0.00016973132882649268,0.0001601872223442146,7.115540925030543e-05,0.0001285378726870211,0.0001314519644092841,,,,,
,,6.0,18.0,4.0,618.0,0.00011779017222463437,0.00021593576625640907,0.0001884559755039431,9.858384272653577e-05,0.00010264585081778937,0.00011336178783611235,0.0001154065508146136,0.00011338022698376397,0.00011574804881666897,0.00011499478317940847,0.00011369415753322208,,0.4953115961140821,6.0,18.0,4.0,0.0,-13.49602178656192,0.0,0.0,0.0,,6.0,18.0,0.00021593576625640902,0.0001884559755039431,7.412549435822792e-05,0.00012483945418611113,0.0001282358563680249,,,,,
,,6.0,19.0,4.0,619.0,0.00012416593208063682,0.0002494365142608966,0.000206313270794698,0.00010560689690862866,0.00010865538145828152,0.00011824232774055155,0.00012052942113111233,0.00011603388410778282,0.00012127730812704798,0.00011909198448033752,0.00011724401847961929,,0.4953115961140821,6.0,19.0,4.0,0.0,-13.533815316535769,0.0,0.0,0.0,,6.0,19.0,0.0002494365142608966,0.000206313270794698,8.21262191212149e-05,0.0001233270126782133,0.00012707109962582528,,,,,
,,6.0,20.0,4.0,620.0,0.0001266936001892295,0.0002564258927772283,0.00020075570340110665,0.00010403399944796318,0.00011157415570810567,0.00011456234727191005,0.00012276092904415391,0.00011193343857916192,0.00012177693999244367,0.00011581422343959429,0.0001209910939230386,,0.4953115961140821,6.0,20.0,4.0,0.0,-13.516525417653094,0.0,0.0,0.0,,6.0,20.0,0.0002564258927772283,0.0002007557034011067,8.145525756934504e-05,0.00013016522536580814,0.0001254806265986878,,,,,
