load_zone,stage_id,timepoint,load_mw
Zone1,1,2020011122,661.8180054
Zone1,1,2020011123,642.0636962
Zone1,1,2020011124,626.0356411
Zone1,1,2020011201,638.4896713
Zone1,1,2020011202,624.5328518
Zone1,1,2020011203,619.763698
Zone1,1,2020011204,626.852784
Zone1,1,2020011205,635.9765644
Zone1,1,2020011206,651.2520855
Zone1,1,2020011207,671.7468485
Zone1,1,2020011208,691.9082555
Zone1,1,2020011209,706.8968851
Zone1,1,2020011210,717.6946624
Zone1,1,2020011211,717.1343895
Zone1,1,2020011212,708.9337533
Zone1,1,2020011213,697.5036592
Zone1,1,2020011214,687.4755378
Zone1,1,2020011215,677.9943397
Zone1,1,2020011216,670.4977531
Zone1,1,2020011217,671.8038638
Zone1,1,2020011218,677.1840051
Zone1,1,2020011219,680.2243741
Zone1,1,2020011220,681.6161458
Zone1,1,2020011221,677.3821679
Zone1,1,2020011222,661.8180054
Zone1,1,2020011223,642.0636962
Zone1,1,2020011224,626.0356411
Zone1,1,2020011301,638.4896713
Zone1,1,2020011302,624.5328518
Zone1,1,2020011303,619.763698
Zone1,1,2020011304,626.852784
Zone1,1,2020011305,635.9765644
Zone1,1,2020011306,651.2520855
Zone1,1,2020011307,671.7468485
Zone1,1,2020011308,691.9082555
Zone1,1,2020011309,706.8968851
Zone1,1,2020011310,717.6946624
Zone1,1,2020011311,717.1343895
Zone1,1,2020011312,708.9337533
Zone1,1,2020011313,697.5036592
Zone1,1,2020011314,687.4755378
Zone1,1,2020011315,677.9943397
Zone1,1,2020011316,670.4977531
Zone1,1,2020011317,671.8038638
Zone1,1,2020011318,677.1840051
Zone1,1,2020011319,680.2243741
Zone1,1,2020011320,681.6161458
Zone1,1,2020011321,677.3821679
Zone1,1,2020011322,661.8180054
Zone1,1,2020011323,642.0636962
Zone1,1,2020011324,626.0356411
Zone1,1,2020011401,638.4896713
Zone1,1,2020011402,624.5328518
Zone1,1,2020011403,619.763698
Zone1,1,2020011404,626.852784
Zone1,1,2020011405,635.9765644
Zone1,1,2020011406,651.2520855
Zone1,1,2020011407,671.7468485
Zone1,1,2020011408,691.9082555
Zone1,1,2020011409,706.8968851
Zone1,1,2020011410,717.6946624
Zone1,1,2020011411,717.1343895
Zone1,1,2020011412,708.9337533
Zone1,1,2020011413,697.5036592
Zone1,1,2020011414,687.4755378
Zone1,1,2020011415,677.9943397
Zone1,1,2020011416,670.4977531
Zone1,1,2020011417,671.8038638
Zone1,1,2020011418,677.1840051
Zone1,1,2020011419,680.2243741
Zone1,1,2020011420,681.6161458
Zone1,1,2020011421,677.3821679
Zone1,1,2020011422,661.8180054
Zone1,1,2020011423,642.0636962
Zone1,1,2020011424,626.0356411
Zone1,1,2020011501,638.4896713
Zone1,1,2020011502,624.5328518
Zone1,1,2020011503,619.763698
Zone1,1,2020011504,626.852784
Zone1,1,2020011505,635.9765644
Zone1,1,2020011506,651.2520855
Zone1,1,2020011507,671.7468485
Zone1,1,2020011508,691.9082555
Zone1,1,2020011509,706.8968851
Zone1,1,2020011510,717.6946624
Zone1,1,2020011511,717.1343895
Zone1,1,2020011512,708.9337533
Zone1,1,2020011513,697.5036592
Zone1,1,2020011514,687.4755378
Zone1,1,2020011515,677.9943397
Zone1,1,2020011516,670.4977531
Zone1,1,2020011517,671.8038638
Zone1,1,2020011518,677.1840051
Zone1,1,2020011519,680.2243741
Zone1,1,2020011520,681.6161458
Zone1,1,2020011521,677.3821679
Zone1,1,2020011522,661.8180054
Zone1,1,2020011523,642.0636962
Zone1,1,2020011524,626.0356411
Zone1,1,2020011601,638.4896713
Zone1,1,2020011602,624.5328518
Zone1,1,2020011603,619.763698
Zone1,1,2020011604,626.852784
Zone1,1,2020011605,635.9765644
Zone1,1,2020011606,651.2520855
Zone1,1,2020011607,671.7468485
Zone1,1,2020011608,691.9082555
Zone1,1,2020011609,706.8968851
Zone1,1,2020011610,717.6946624
Zone1,1,2020011611,717.1343895
Zone1,1,2020011612,708.9337533
Zone1,1,2020011613,697.5036592
Zone1,1,2020011614,687.4755378
Zone1,1,2020011615,677.9943397
Zone1,1,2020011616,670.4977531
Zone1,1,2020011617,671.8038638
Zone1,1,2020011618,677.1840051
Zone1,1,2020011619,680.2243741
Zone1,1,2020011620,681.6161458
Zone1,1,2020011621,677.3821679
Zone1,1,2020011622,661.8180054
Zone1,1,2020011623,642.0636962
Zone1,1,2020011624,626.0356411
Zone1,1,2020011701,638.4896713
Zone1,1,2020011702,624.5328518
Zone1,1,2020011703,619.763698
Zone1,1,2020011704,626.852784
Zone1,1,2020011705,635.9765644
Zone1,1,2020011706,651.2520855
Zone1,1,2020011707,671.7468485
Zone1,1,2020011708,691.9082555
Zone1,1,2020011709,706.8968851
Zone1,1,2020011710,717.6946624
Zone1,1,2020011711,717.1343895
Zone1,1,2020011712,708.9337533
Zone1,1,2020011713,697.5036592
Zone1,1,2020011714,687.4755378
Zone1,1,2020011715,677.9943397
Zone1,1,2020011716,670.4977531
Zone1,1,2020011717,671.8038638
Zone1,1,2020011718,677.1840051
Zone1,1,2020011719,680.2243741
Zone1,1,2020011720,681.6161458
Zone1,1,2020011721,677.3821679
Zone1,1,2020011722,661.8180054
Zone1,1,2020011723,642.0636962
Zone1,1,2020011724,626.0356411
Zone1,1,2020011801,638.4896713
Zone1,1,2020011802,624.5328518
Zone1,1,2020011803,619.763698
Zone1,1,2020011804,626.852784
Zone1,1,2020011805,635.9765644
Zone1,1,2020011806,651.2520855
Zone1,1,2020011807,671.7468485
Zone1,1,2020011808,691.9082555
Zone1,1,2020011809,706.8968851
Zone1,1,2020011810,717.6946624
Zone1,1,2020011811,717.1343895
Zone1,1,2020011812,708.9337533
Zone1,1,2020011813,697.5036592
Zone1,1,2020011814,687.4755378
Zone1,1,2020011815,677.9943397
Zone1,1,2020011816,670.4977531
Zone1,1,2020011817,671.8038638
Zone1,1,2020011818,677.1840051
Zone1,1,2020011819,680.2243741
Zone1,1,2020011820,681.6161458
Zone1,1,2020011821,677.3821679
Zone1,1,2020011822,661.8180054
Zone1,1,2020011823,642.0636962
Zone1,1,2020011824,626.0356411
Zone1,1,2020011901,638.4896713
Zone1,1,2020011902,624.5328518
Zone1,1,2020011903,619.763698
Zone1,1,2020011904,626.852784
Zone1,1,2020011905,635.9765644
Zone1,1,2020011906,651.2520855
Zone1,1,2020011907,671.7468485
Zone1,1,2020011908,691.9082555
Zone1,1,2020011909,706.8968851
Zone1,1,2020011910,717.6946624
Zone1,1,2020011911,717.1343895
Zone1,1,2020011912,708.9337533
Zone1,1,2020011913,697.5036592
Zone1,1,2020011914,687.4755378
Zone1,1,2020011915,677.9943397
Zone1,1,2020011916,670.4977531
Zone1,1,2020011917,671.8038638
Zone1,1,2020011918,677.1840051
Zone1,1,2020011919,680.2243741
Zone1,1,2020011920,681.6161458
Zone1,1,2020011921,677.3821679
Zone1,1,2020011922,661.8180054
Zone1,1,2020011923,642.0636962
Zone1,1,2020011924,626.0356411
Zone1,1,2020012001,638.4896713
Zone1,1,2020012002,624.5328518
Zone1,1,2020012003,619.763698
Zone1,1,2020012004,626.852784
Zone1,1,2020012005,635.9765644
Zone1,1,2020012006,651.2520855
Zone1,1,2020012007,671.7468485
Zone1,1,2020012008,691.9082555
Zone1,1,2020012009,706.8968851
Zone1,1,2020012010,717.6946624
Zone1,1,2020012011,717.1343895
Zone1,1,2020012012,708.9337533
Zone1,1,2020012013,697.5036592
Zone1,1,2020012014,687.4755378
Zone1,1,2020012015,677.9943397
Zone1,1,2020012016,670.4977531
Zone1,1,2020012017,671.8038638
Zone1,1,2020012018,677.1840051
Zone1,1,2020012019,680.2243741
Zone1,1,2020012020,681.6161458
Zone1,1,2020012021,677.3821679
Zone1,1,2020012022,661.8180054
Zone1,1,2020012023,642.0636962
Zone1,1,2020012024,626.0356411
Zone1,1,2020012101,638.4896713
Zone1,1,2020012102,624.5328518
Zone1,1,2020012103,619.763698
Zone1,1,2020012104,626.852784
Zone1,1,2020012105,635.9765644
Zone1,1,2020012106,651.2520855
Zone1,1,2020012107,671.7468485
Zone1,1,2020012108,691.9082555
Zone1,1,2020012109,706.8968851
Zone1,1,2020012110,717.6946624
Zone1,1,2020012111,717.1343895
Zone1,1,2020012112,708.9337533
Zone1,1,2020012113,697.5036592
Zone1,1,2020012114,687.4755378
Zone1,1,2020012115,677.9943397
Zone1,1,2020012116,670.4977531
Zone1,1,2020012117,671.8038638
Zone1,1,2020012118,677.1840051
Zone1,1,2020012119,680.2243741
Zone1,1,2020012120,681.6161458
Zone1,1,2020012121,677.3821679
Zone1,1,2020012122,661.8180054
Zone1,1,2020012123,642.0636962
Zone1,1,2020012124,626.0356411
Zone1,1,2020012201,638.4896713
Zone1,1,2020012202,624.5328518
Zone1,1,2020012203,619.763698
Zone1,1,2020012204,626.852784
Zone1,1,2020012205,635.9765644
Zone1,1,2020012206,651.2520855
Zone1,1,2020012207,671.7468485
Zone1,1,2020012208,691.9082555
Zone1,1,2020012209,706.8968851
Zone1,1,2020012210,717.6946624
Zone1,1,2020012211,717.1343895
Zone1,1,2020012212,708.9337533
Zone1,1,2020012213,697.5036592
Zone1,1,2020012214,687.4755378
Zone1,1,2020012215,677.9943397
Zone1,1,2020012216,670.4977531
Zone1,1,2020012217,671.8038638
Zone1,1,2020012218,677.1840051
Zone1,1,2020012219,680.2243741
Zone1,1,2020012220,681.6161458
Zone1,1,2020012221,677.3821679
Zone1,1,2020012222,661.8180054
Zone1,1,2020012223,642.0636962
Zone1,1,2020012224,626.0356411
Zone1,1,2020012301,638.4896713
Zone1,1,2020012302,624.5328518
Zone1,1,2020012303,619.763698
Zone1,1,2020012304,626.852784
Zone1,1,2020012305,635.9765644
Zone1,1,2020012306,651.2520855
Zone1,1,2020012307,671.7468485
Zone1,1,2020012308,691.9082555
Zone1,1,2020012309,706.8968851
Zone1,1,2020012310,717.6946624
Zone1,1,2020012311,717.1343895
Zone1,1,2020012312,708.9337533
Zone1,1,2020012313,697.5036592
Zone1,1,2020012314,687.4755378
Zone1,1,2020012315,677.9943397
Zone1,1,2020012316,670.4977531
Zone1,1,2020012317,671.8038638
Zone1,1,2020012318,677.1840051
Zone1,1,2020012319,680.2243741
Zone1,1,2020012320,681.6161458
Zone1,1,2020012321,677.3821679
Zone1,1,2020012322,661.8180054
Zone1,1,2020012323,642.0636962
Zone1,1,2020012324,626.0356411
Zone1,1,2020012401,638.4896713
Zone1,1,2020012402,624.5328518
Zone1,1,2020012403,619.763698
Zone1,1,2020012404,626.852784
Zone1,1,2020012405,635.9765644
Zone1,1,2020012406,651.2520855
Zone1,1,2020012407,671.7468485
Zone1,1,2020012408,691.9082555
Zone1,1,2020012409,706.8968851
Zone1,1,2020012410,717.6946624
Zone1,1,2020012411,717.1343895
Zone1,1,2020012412,708.9337533
Zone1,1,2020012413,697.5036592
Zone1,1,2020012414,687.4755378
Zone1,1,2020012415,677.9943397
Zone1,1,2020012416,670.4977531
Zone1,1,2020012417,671.8038638
Zone1,1,2020012418,677.1840051
Zone1,1,2020012419,680.2243741
Zone1,1,2020012420,681.6161458
Zone1,1,2020012421,677.3821679
Zone1,1,2020012422,661.8180054
Zone1,1,2020012423,642.0636962
Zone1,1,2020012424,626.0356411
Zone1,1,2020012501,638.4896713
Zone1,1,2020012502,624.5328518
Zone1,1,2020012503,619.763698
Zone1,1,2020012504,626.852784
Zone1,1,2020012505,635.9765644
Zone1,1,2020012506,651.2520855
Zone1,1,2020012507,671.7468485
Zone1,1,2020012508,691.9082555
Zone1,1,2020012509,706.8968851
Zone1,1,2020012510,717.6946624
Zone1,1,2020012511,717.1343895
Zone1,1,2020012512,708.9337533
Zone1,1,2020012513,697.5036592
Zone1,1,2020012514,687.4755378
Zone1,1,2020012515,677.9943397
Zone1,1,2020012516,670.4977531
Zone1,1,2020012517,671.8038638
Zone1,1,2020012518,677.1840051
Zone1,1,2020012519,680.2243741
Zone1,1,2020012520,681.6161458
Zone1,1,2020012521,677.3821679
Zone1,1,2020012522,661.8180054
Zone1,1,2020012523,642.0636962
Zone1,1,2020012524,626.0356411
Zone1,1,2020012601,638.4896713
Zone1,1,2020012602,624.5328518
Zone1,1,2020012603,619.763698
Zone1,1,2020012604,626.852784
Zone1,1,2020012605,635.9765644
Zone1,1,2020012606,651.2520855
Zone1,1,2020012607,671.7468485
Zone1,1,2020012608,691.9082555
Zone1,1,2020012609,706.8968851
Zone1,1,2020012610,717.6946624
Zone1,1,2020012611,717.1343895
Zone1,1,2020012612,708.9337533
Zone1,1,2020012613,697.5036592
Zone1,1,2020012614,687.4755378
Zone1,1,2020012615,677.9943397
Zone1,1,2020012616,670.4977531
Zone1,1,2020012617,671.8038638
Zone1,1,2020012618,677.1840051
Zone1,1,2020012619,680.2243741
Zone1,1,2020012620,681.6161458
Zone1,1,2020012621,677.3821679
Zone1,1,2020012622,661.8180054
Zone1,1,2020012623,642.0636962
Zone1,1,2020012624,626.0356411
Zone1,1,2020012701,638.4896713
Zone1,1,2020012702,624.5328518
Zone1,1,2020012703,619.763698
Zone1,1,2020012704,626.852784
Zone1,1,2020012705,635.9765644
Zone1,1,2020012706,651.2520855
Zone1,1,2020012707,671.7468485
Zone1,1,2020012708,691.9082555
Zone1,1,2020012709,706.8968851
Zone1,1,2020012710,717.6946624
Zone1,1,2020012711,717.1343895
Zone1,1,2020012712,708.9337533
Zone1,1,2020012713,697.5036592
Zone1,1,2020012714,687.4755378
Zone1,1,2020012715,677.9943397
Zone1,1,2020012716,670.4977531
Zone1,1,2020012717,671.8038638
Zone1,1,2020012718,677.1840051
Zone1,1,2020012719,680.2243741
Zone1,1,2020012720,681.6161458
Zone1,1,2020012721,677.3821679
Zone1,1,2020012722,661.8180054
Zone1,1,2020012723,642.0636962
Zone1,1,2020012724,626.0356411
Zone1,1,2020012801,638.4896713
Zone1,1,2020012802,624.5328518
Zone1,1,2020012803,619.763698
Zone1,1,2020012804,626.852784
Zone1,1,2020012805,635.9765644
Zone1,1,2020012806,651.2520855
Zone1,1,2020012807,671.7468485
Zone1,1,2020012808,691.9082555
Zone1,1,2020012809,706.8968851
Zone1,1,2020012810,717.6946624
Zone1,1,2020012811,717.1343895
Zone1,1,2020012812,708.9337533
Zone1,1,2020012813,697.5036592
Zone1,1,2020012814,687.4755378
Zone1,1,2020012815,677.9943397
Zone1,1,2020012816,670.4977531
Zone1,1,2020012817,671.8038638
Zone1,1,2020012818,677.1840051
Zone1,1,2020012819,680.2243741
Zone1,1,2020012820,681.6161458
Zone1,1,2020012821,677.3821679
Zone1,1,2020012822,661.8180054
Zone1,1,2020012823,642.0636962
Zone1,1,2020012824,626.0356411
Zone1,1,2020012901,638.4896713
Zone1,1,2020012902,624.5328518
Zone1,1,2020012903,619.763698
Zone1,1,2020012904,626.852784
Zone1,1,2020012905,635.9765644
Zone1,1,2020012906,651.2520855
Zone1,1,2020012907,671.7468485
Zone1,1,2020012908,691.9082555
Zone1,1,2020012909,706.8968851
Zone1,1,2020012910,717.6946624
Zone1,1,2020012911,717.1343895
Zone1,1,2020012912,708.9337533
Zone1,1,2020012913,697.5036592
Zone1,1,2020012914,687.4755378
Zone1,1,2020012915,677.9943397
Zone1,1,2020012916,670.4977531
Zone1,1,2020012917,671.8038638
Zone1,1,2020012918,677.1840051
Zone1,1,2020012919,680.2243741
Zone1,1,2020012920,681.6161458
Zone1,1,2020012921,677.3821679
Zone1,1,2020012922,661.8180054
Zone1,1,2020012923,642.0636962
Zone1,1,2020012924,626.0356411
Zone1,1,2020013001,638.4896713
Zone1,1,2020013002,624.5328518
Zone1,1,2020013003,619.763698
Zone1,1,2020013004,626.852784
Zone1,1,2020013005,635.9765644
Zone1,1,2020013006,651.2520855
Zone1,1,2020013007,671.7468485
Zone1,1,2020013008,691.9082555
Zone1,1,2020013009,706.8968851
Zone1,1,2020013010,717.6946624
Zone1,1,2020013011,717.1343895
Zone1,1,2020013012,708.9337533
Zone1,1,2020013013,697.5036592
Zone1,1,2020013014,687.4755378
Zone1,1,2020013015,677.9943397
Zone1,1,2020013016,670.4977531
Zone1,1,2020013017,671.8038638
Zone1,1,2020013018,677.1840051
Zone1,1,2020013019,680.2243741
Zone1,1,2020013020,681.6161458
Zone1,1,2020013021,677.3821679
Zone1,1,2020013022,661.8180054
Zone1,1,2020013023,642.0636962
Zone1,1,2020013024,626.0356411
Zone1,1,2020013101,638.4896713
Zone1,1,2020013102,624.5328518
Zone1,1,2020013103,619.763698
Zone1,1,2020013104,626.852784
Zone1,1,2020013105,635.9765644
Zone1,1,2020013106,651.2520855
Zone1,1,2020013107,671.7468485
Zone1,1,2020013108,691.9082555
Zone1,1,2020013109,706.8968851
Zone1,1,2020013110,717.6946624
Zone1,1,2020013111,717.1343895
Zone1,1,2020013112,708.9337533
Zone1,1,2020013113,697.5036592
Zone1,1,2020013114,687.4755378
Zone1,1,2020013115,677.9943397
Zone1,1,2020013116,670.4977531
Zone1,1,2020013117,671.8038638
Zone1,1,2020013118,677.1840051
Zone1,1,2020013119,680.2243741
Zone1,1,2020013120,681.6161458
Zone1,1,2020013121,677.3821679
Zone1,1,2020013122,661.8180054
Zone1,1,2020013123,642.0636962
Zone1,1,2020013124,626.0356411
Zone1,1,2020020101,638.7326731
Zone1,1,2020020102,628.1863103
Zone1,1,2020020103,623.2473574
Zone1,1,2020020104,629.4517883
Zone1,1,2020020105,638.9824023
Zone1,1,2020020106,655.9443349
Zone1,1,2020020107,676.0378929
Zone1,1,2020020108,699.0694965
Zone1,1,2020020109,715.9260225
Zone1,1,2020020110,722.401018
Zone1,1,2020020111,718.6298387
Zone1,1,2020020112,708.7059495
Zone1,1,2020020113,697.9987853
Zone1,1,2020020114,688.6727061
Zone1,1,2020020115,683.6498
Zone1,1,2020020116,679.6237822
Zone1,1,2020020117,686.2113612
Zone1,1,2020020118,699.0114891
Zone1,1,2020020119,707.1290661
Zone1,1,2020020120,710.9133878
Zone1,1,2020020121,710.5788209
Zone1,1,2020020122,699.2513875
Zone1,1,2020020123,678.7317169
Zone1,1,2020020124,662.092291
Zone1,1,2020020201,638.7326731
Zone1,1,2020020202,628.1863103
Zone1,1,2020020203,623.2473574
Zone1,1,2020020204,629.4517883
Zone1,1,2020020205,638.9824023
Zone1,1,2020020206,655.9443349
Zone1,1,2020020207,676.0378929
Zone1,1,2020020208,699.0694965
Zone1,1,2020020209,715.9260225
Zone1,1,2020020210,722.401018
Zone1,1,2020020211,718.6298387
