subproblem_id,stage_id,timepoint,period,number_of_hours_in_timepoint,timepoint_weight,previous_stage_timepoint_map,spinup_or_lookahead,month,hour_of_day,timestamp,horizon_day,horizon_month,horizon_year
1,1,2020010202,2020,1,1,,,1,2,1/2/20 1:00,20200102,202001,2020
1,1,2020010203,2020,1,1,,,1,3,1/2/20 2:00,20200102,202001,2020
1,1,2020010204,2020,1,1,,,1,4,1/2/20 3:00,20200102,202001,2020
1,1,2020010205,2020,1,1,,,1,5,1/2/20 4:00,20200102,202001,2020
1,1,2020010206,2020,1,1,,,1,6,1/2/20 5:00,20200102,202001,2020
1,1,2020010207,2020,1,1,,,1,7,1/2/20 6:00,20200102,202001,2020
1,1,2020010208,2020,1,1,,,1,8,1/2/20 7:00,20200102,202001,2020
1,1,2020010209,2020,1,1,,,1,9,1/2/20 8:00,20200102,202001,2020
1,1,2020010210,2020,1,1,,,1,10,1/2/20 9:00,20200102,202001,2020
1,1,2020010211,2020,1,1,,,1,11,1/2/20 10:00,20200102,202001,2020
1,1,2020010212,2020,1,1,,,1,12,1/2/20 11:00,20200102,202001,2020
1,1,2020010213,2020,1,1,,,1,13,1/2/20 12:00,20200102,202001,2020
1,1,2020010214,2020,1,1,,,1,14,1/2/20 13:00,20200102,202001,2020
1,1,2020010215,2020,1,1,,,1,15,1/2/20 14:00,20200102,202001,2020
1,1,2020010216,2020,1,1,,,1,16,1/2/20 15:00,20200102,202001,2020
1,1,2020010217,2020,1,1,,,1,17,1/2/20 16:00,20200102,202001,2020
1,1,2020010218,2020,1,1,,,1,18,1/2/20 17:00,20200102,202001,2020
1,1,2020010219,2020,1,1,,,1,19,1/2/20 18:00,20200102,202001,2020
1,1,2020010220,2020,1,1,,,1,20,1/2/20 19:00,20200102,202001,2020
1,1,2020010221,2020,1,1,,,1,21,1/2/20 20:00,20200102,202001,2020
1,1,2020010222,2020,1,1,,,1,22,1/2/20 21:00,20200102,202001,2020
1,1,2020010223,2020,1,1,,,1,23,1/2/20 22:00,20200102,202001,2020
1,1,2020010224,2020,1,1,,,1,24,1/2/20 23:00,20200102,202001,2020
1,1,2020010301,2020,1,1,,,1,1,1/3/20 0:00,20200103,202001,2020
1,1,2020010302,2020,1,1,,,1,2,1/3/20 1:00,20200103,202001,2020
1,1,2020010303,2020,1,1,,,1,3,1/3/20 2:00,20200103,202001,2020
1,1,2020010304,2020,1,1,,,1,4,1/3/20 3:00,20200103,202001,2020
1,1,2020010305,2020,1,1,,,1,5,1/3/20 4:00,20200103,202001,2020
1,1,2020010306,2020,1,1,,,1,6,1/3/20 5:00,20200103,202001,2020
1,1,2020010307,2020,1,1,,,1,7,1/3/20 6:00,20200103,202001,2020
1,1,2020010308,2020,1,1,,,1,8,1/3/20 7:00,20200103,202001,2020
1,1,2020010309,2020,1,1,,,1,9,1/3/20 8:00,20200103,202001,2020
1,1,2020010310,2020,1,1,,,1,10,1/3/20 9:00,20200103,202001,2020
1,1,2020010311,2020,1,1,,,1,11,1/3/20 10:00,20200103,202001,2020
1,1,2020010312,2020,1,1,,,1,12,1/3/20 11:00,20200103,202001,2020
1,1,2020010313,2020,1,1,,,1,13,1/3/20 12:00,20200103,202001,2020
1,1,2020010314,2020,1,1,,,1,14,1/3/20 13:00,20200103,202001,2020
1,1,2020010315,2020,1,1,,,1,15,1/3/20 14:00,20200103,202001,2020
1,1,2020010316,2020,1,1,,,1,16,1/3/20 15:00,20200103,202001,2020
1,1,2020010317,2020,1,1,,,1,17,1/3/20 16:00,20200103,202001,2020
1,1,2020010318,2020,1,1,,,1,18,1/3/20 17:00,20200103,202001,2020
1,1,2020010319,2020,1,1,,,1,19,1/3/20 18:00,20200103,202001,2020
1,1,2020010320,2020,1,1,,,1,20,1/3/20 19:00,20200103,202001,2020
1,1,2020010321,2020,1,1,,,1,21,1/3/20 20:00,20200103,202001,2020
1,1,2020010322,2020,1,1,,,1,22,1/3/20 21:00,20200103,202001,2020
1,1,2020010323,2020,1,1,,,1,23,1/3/20 22:00,20200103,202001,2020
1,1,2020010324,2020,1,1,,,1,24,1/3/20 23:00,20200103,202001,2020
1,1,2020010401,2020,1,1,,,1,1,1/4/20 0:00,20200104,202001,2020
1,1,2020010402,2020,1,1,,,1,2,1/4/20 1:00,20200104,202001,2020
1,1,2020010403,2020,1,1,,,1,3,1/4/20 2:00,20200104,202001,2020
1,1,2020010404,2020,1,1,,,1,4,1/4/20 3:00,20200104,202001,2020
1,1,2020010405,2020,1,1,,,1,5,1/4/20 4:00,20200104,202001,2020
1,1,2020010406,2020,1,1,,,1,6,1/4/20 5:00,20200104,202001,2020
1,1,2020010407,2020,1,1,,,1,7,1/4/20 6:00,20200104,202001,2020
1,1,2020010408,2020,1,1,,,1,8,1/4/20 7:00,20200104,202001,2020
1,1,2020010409,2020,1,1,,,1,9,1/4/20 8:00,20200104,202001,2020
1,1,2020010410,2020,1,1,,,1,10,1/4/20 9:00,20200104,202001,2020
1,1,2020010411,2020,1,1,,,1,11,1/4/20 10:00,20200104,202001,2020
1,1,2020010412,2020,1,1,,,1,12,1/4/20 11:00,20200104,202001,2020
1,1,2020010413,2020,1,1,,,1,13,1/4/20 12:00,20200104,202001,2020
1,1,2020010414,2020,1,1,,,1,14,1/4/20 13:00,20200104,202001,2020
1,1,2020010415,2020,1,1,,,1,15,1/4/20 14:00,20200104,202001,2020
1,1,2020010416,2020,1,1,,,1,16,1/4/20 15:00,20200104,202001,2020
1,1,2020010417,2020,1,1,,,1,17,1/4/20 16:00,20200104,202001,2020
1,1,2020010418,2020,1,1,,,1,18,1/4/20 17:00,20200104,202001,2020
1,1,2020010419,2020,1,1,,,1,19,1/4/20 18:00,20200104,202001,2020
1,1,2020010420,2020,1,1,,,1,20,1/4/20 19:00,20200104,202001,2020
1,1,2020010421,2020,1,1,,,1,21,1/4/20 20:00,20200104,202001,2020
1,1,2020010422,2020,1,1,,,1,22,1/4/20 21:00,20200104,202001,2020
1,1,2020010423,2020,1,1,,,1,23,1/4/20 22:00,20200104,202001,2020
1,1,2020010424,2020,1,1,,,1,24,1/4/20 23:00,20200104,202001,2020
1,1,2020010501,2020,1,1,,,1,1,1/5/20 0:00,20200105,202001,2020
1,1,2020010502,2020,1,1,,,1,2,1/5/20 1:00,20200105,202001,2020
1,1,2020010503,2020,1,1,,,1,3,1/5/20 2:00,20200105,202001,2020
1,1,2020010504,2020,1,1,,,1,4,1/5/20 3:00,20200105,202001,2020
1,1,2020010505,2020,1,1,,,1,5,1/5/20 4:00,20200105,202001,2020
1,1,2020010506,2020,1,1,,,1,6,1/5/20 5:00,20200105,202001,2020
1,1,2020010507,2020,1,1,,,1,7,1/5/20 6:00,20200105,202001,2020
1,1,2020010508,2020,1,1,,,1,8,1/5/20 7:00,20200105,202001,2020
1,1,2020010509,2020,1,1,,,1,9,1/5/20 8:00,20200105,202001,2020
1,1,2020010510,2020,1,1,,,1,10,1/5/20 9:00,20200105,202001,2020
1,1,2020010511,2020,1,1,,,1,11,1/5/20 10:00,20200105,202001,2020
1,1,2020010512,2020,1,1,,,1,12,1/5/20 11:00,20200105,202001,2020
1,1,2020010513,2020,1,1,,,1,13,1/5/20 12:00,20200105,202001,2020
1,1,2020010514,2020,1,1,,,1,14,1/5/20 13:00,20200105,202001,2020
1,1,2020010515,2020,1,1,,,1,15,1/5/20 14:00,20200105,202001,2020
1,1,2020010516,2020,1,1,,,1,16,1/5/20 15:00,20200105,202001,2020
1,1,2020010517,2020,1,1,,,1,17,1/5/20 16:00,20200105,202001,2020
1,1,2020010518,2020,1,1,,,1,18,1/5/20 17:00,20200105,202001,2020
1,1,2020010519,2020,1,1,,,1,19,1/5/20 18:00,20200105,202001,2020
1,1,2020010520,2020,1,1,,,1,20,1/5/20 19:00,20200105,202001,2020
1,1,2020010521,2020,1,1,,,1,21,1/5/20 20:00,20200105,202001,2020
1,1,2020010522,2020,1,1,,,1,22,1/5/20 21:00,20200105,202001,2020
1,1,2020010523,2020,1,1,,,1,23,1/5/20 22:00,20200105,202001,2020
1,1,2020010524,2020,1,1,,,1,24,1/5/20 23:00,20200105,202001,2020
1,1,2020010601,2020,1,1,,,1,1,1/6/20 0:00,20200106,202001,2020
1,1,2020010602,2020,1,1,,,1,2,1/6/20 1:00,20200106,202001,2020
1,1,2020010603,2020,1,1,,,1,3,1/6/20 2:00,20200106,202001,2020
1,1,2020010604,2020,1,1,,,1,4,1/6/20 3:00,20200106,202001,2020
1,1,2020010605,2020,1,1,,,1,5,1/6/20 4:00,20200106,202001,2020
1,1,2020010606,2020,1,1,,,1,6,1/6/20 5:00,20200106,202001,2020
1,1,2020010607,2020,1,1,,,1,7,1/6/20 6:00,20200106,202001,2020
1,1,2020010608,2020,1,1,,,1,8,1/6/20 7:00,20200106,202001,2020
1,1,2020010609,2020,1,1,,,1,9,1/6/20 8:00,20200106,202001,2020
1,1,2020010610,2020,1,1,,,1,10,1/6/20 9:00,20200106,202001,2020
1,1,2020010611,2020,1,1,,,1,11,1/6/20 10:00,20200106,202001,2020
1,1,2020010612,2020,1,1,,,1,12,1/6/20 11:00,20200106,202001,2020
1,1,2020010613,2020,1,1,,,1,13,1/6/20 12:00,20200106,202001,2020
1,1,2020010614,2020,1,1,,,1,14,1/6/20 13:00,20200106,202001,2020
1,1,2020010615,2020,1,1,,,1,15,1/6/20 14:00,20200106,202001,2020
1,1,2020010616,2020,1,1,,,1,16,1/6/20 15:00,20200106,202001,2020
1,1,2020010617,2020,1,1,,,1,17,1/6/20 16:00,20200106,202001,2020
1,1,2020010618,2020,1,1,,,1,18,1/6/20 17:00,20200106,202001,2020
1,1,2020010619,2020,1,1,,,1,19,1/6/20 18:00,20200106,202001,2020
1,1,2020010620,2020,1,1,,,1,20,1/6/20 19:00,20200106,202001,2020
1,1,2020010621,2020,1,1,,,1,21,1/6/20 20:00,20200106,202001,2020
1,1,2020010622,2020,1,1,,,1,22,1/6/20 21:00,20200106,202001,2020
1,1,2020010623,2020,1,1,,,1,23,1/6/20 22:00,20200106,202001,2020
1,1,2020010624,2020,1,1,,,1,24,1/6/20 23:00,20200106,202001,2020
1,1,2020010701,2020,1,1,,,1,1,1/7/20 0:00,20200107,202001,2020
1,1,2020010702,2020,1,1,,,1,2,1/7/20 1:00,20200107,202001,2020
1,1,2020010703,2020,1,1,,,1,3,1/7/20 2:00,20200107,202001,2020
1,1,2020010704,2020,1,1,,,1,4,1/7/20 3:00,20200107,202001,2020
1,1,2020010705,2020,1,1,,,1,5,1/7/20 4:00,20200107,202001,2020
1,1,2020010706,2020,1,1,,,1,6,1/7/20 5:00,20200107,202001,2020
1,1,2020010707,2020,1,1,,,1,7,1/7/20 6:00,20200107,202001,2020
1,1,2020010708,2020,1,1,,,1,8,1/7/20 7:00,20200107,202001,2020
1,1,2020010709,2020,1,1,,,1,9,1/7/20 8:00,20200107,202001,2020
1,1,2020010710,2020,1,1,,,1,10,1/7/20 9:00,20200107,202001,2020
1,1,2020010711,2020,1,1,,,1,11,1/7/20 10:00,20200107,202001,2020
1,1,2020010712,2020,1,1,,,1,12,1/7/20 11:00,20200107,202001,2020
1,1,2020010713,2020,1,1,,,1,13,1/7/20 12:00,20200107,202001,2020
1,1,2020010714,2020,1,1,,,1,14,1/7/20 13:00,20200107,202001,2020
1,1,2020010715,2020,1,1,,,1,15,1/7/20 14:00,20200107,202001,2020
1,1,2020010716,2020,1,1,,,1,16,1/7/20 15:00,20200107,202001,2020
1,1,2020010717,2020,1,1,,,1,17,1/7/20 16:00,20200107,202001,2020
1,1,2020010718,2020,1,1,,,1,18,1/7/20 17:00,20200107,202001,2020
1,1,2020010719,2020,1,1,,,1,19,1/7/20 18:00,20200107,202001,2020
1,1,2020010720,2020,1,1,,,1,20,1/7/20 19:00,20200107,202001,2020
1,1,2020010721,2020,1,1,,,1,21,1/7/20 20:00,20200107,202001,2020
1,1,2020010722,2020,1,1,,,1,22,1/7/20 21:00,20200107,202001,2020
1,1,2020010723,2020,1,1,,,1,23,1/7/20 22:00,20200107,202001,2020
1,1,2020010724,2020,1,1,,,1,24,1/7/20 23:00,20200107,202001,2020
1,1,2020010801,2020,1,1,,,1,1,1/8/20 0:00,20200108,202001,2020
1,1,2020010802,2020,1,1,,,1,2,1/8/20 1:00,20200108,202001,2020
1,1,2020010803,2020,1,1,,,1,3,1/8/20 2:00,20200108,202001,2020
1,1,2020010804,2020,1,1,,,1,4,1/8/20 3:00,20200108,202001,2020
1,1,2020010805,2020,1,1,,,1,5,1/8/20 4:00,20200108,202001,2020
1,1,2020010806,2020,1,1,,,1,6,1/8/20 5:00,20200108,202001,2020
1,1,2020010807,2020,1,1,,,1,7,1/8/20 6:00,20200108,202001,2020
1,1,2020010808,2020,1,1,,,1,8,1/8/20 7:00,20200108,202001,2020
1,1,2020010809,2020,1,1,,,1,9,1/8/20 8:00,20200108,202001,2020
1,1,2020010810,2020,1,1,,,1,10,1/8/20 9:00,20200108,202001,2020
1,1,2020010811,2020,1,1,,,1,11,1/8/20 10:00,20200108,202001,2020
1,1,2020010812,2020,1,1,,,1,12,1/8/20 11:00,20200108,202001,2020
1,1,2020010813,2020,1,1,,,1,13,1/8/20 12:00,20200108,202001,2020
1,1,2020010814,2020,1,1,,,1,14,1/8/20 13:00,20200108,202001,2020
1,1,2020010815,2020,1,1,,,1,15,1/8/20 14:00,20200108,202001,2020
1,1,2020010816,2020,1,1,,,1,16,1/8/20 15:00,20200108,202001,2020
1,1,2020010817,2020,1,1,,,1,17,1/8/20 16:00,20200108,202001,2020
1,1,2020010818,2020,1,1,,,1,18,1/8/20 17:00,20200108,202001,2020
1,1,2020010819,2020,1,1,,,1,19,1/8/20 18:00,20200108,202001,2020
1,1,2020010820,2020,1,1,,,1,20,1/8/20 19:00,20200108,202001,2020
1,1,2020010821,2020,1,1,,,1,21,1/8/20 20:00,20200108,202001,2020
1,1,2020010822,2020,1,1,,,1,22,1/8/20 21:00,20200108,202001,2020
1,1,2020010823,2020,1,1,,,1,23,1/8/20 22:00,20200108,202001,2020
1,1,2020010824,2020,1,1,,,1,24,1/8/20 23:00,20200108,202001,2020
1,1,2020010901,2020,1,1,,,1,1,1/9/20 0:00,20200109,202001,2020
1,1,2020010902,2020,1,1,,,1,2,1/9/20 1:00,20200109,202001,2020
1,1,2020010903,2020,1,1,,,1,3,1/9/20 2:00,20200109,202001,2020
1,1,2020010904,2020,1,1,,,1,4,1/9/20 3:00,20200109,202001,2020
1,1,2020010905,2020,1,1,,,1,5,1/9/20 4:00,20200109,202001,2020
1,1,2020010906,2020,1,1,,,1,6,1/9/20 5:00,20200109,202001,2020
1,1,2020010907,2020,1,1,,,1,7,1/9/20 6:00,20200109,202001,2020
1,1,2020010908,2020,1,1,,,1,8,1/9/20 7:00,20200109,202001,2020
1,1,2020010909,2020,1,1,,,1,9,1/9/20 8:00,20200109,202001,2020
1,1,2020010910,2020,1,1,,,1,10,1/9/20 9:00,20200109,202001,2020
1,1,2020010911,2020,1,1,,,1,11,1/9/20 10:00,20200109,202001,2020
1,1,2020010912,2020,1,1,,,1,12,1/9/20 11:00,20200109,202001,2020
1,1,2020010913,2020,1,1,,,1,13,1/9/20 12:00,20200109,202001,2020
1,1,2020010914,2020,1,1,,,1,14,1/9/20 13:00,20200109,202001,2020
1,1,2020010915,2020,1,1,,,1,15,1/9/20 14:00,20200109,202001,2020
1,1,2020010916,2020,1,1,,,1,16,1/9/20 15:00,20200109,202001,2020
1,1,2020010917,2020,1,1,,,1,17,1/9/20 16:00,20200109,202001,2020
1,1,2020010918,2020,1,1,,,1,18,1/9/20 17:00,20200109,202001,2020
1,1,2020010919,2020,1,1,,,1,19,1/9/20 18:00,20200109,202001,2020
1,1,2020010920,2020,1,1,,,1,20,1/9/20 19:00,20200109,202001,2020
1,1,2020010921,2020,1,1,,,1,21,1/9/20 20:00,20200109,202001,2020
1,1,2020010922,2020,1,1,,,1,22,1/9/20 21:00,20200109,202001,2020
1,1,2020010923,2020,1,1,,,1,23,1/9/20 22:00,20200109,202001,2020
1,1,2020010924,2020,1,1,,,1,24,1/9/20 23:00,20200109,202001,2020
1,1,2020011001,2020,1,1,,,1,1,1/10/20 0:00,20200110,202001,2020
1,1,2020011002,2020,1,1,,,1,2,1/10/20 1:00,20200110,202001,2020
1,1,2020011003,2020,1,1,,,1,3,1/10/20 2:00,20200110,202001,2020
1,1,2020011004,2020,1,1,,,1,4,1/10/20 3:00,20200110,202001,2020
1,1,2020011005,2020,1,1,,,1,5,1/10/20 4:00,20200110,202001,2020
1,1,2020011006,2020,1,1,,,1,6,1/10/20 5:00,20200110,202001,2020
1,1,2020011007,2020,1,1,,,1,7,1/10/20 6:00,20200110,202001,2020
1,1,2020011008,2020,1,1,,,1,8,1/10/20 7:00,20200110,202001,2020
1,1,2020011009,2020,1,1,,,1,9,1/10/20 8:00,20200110,202001,2020
1,1,2020011010,2020,1,1,,,1,10,1/10/20 9:00,20200110,202001,2020
1,1,2020011011,2020,1,1,,,1,11,1/10/20 10:00,20200110,202001,2020
1,1,2020011012,2020,1,1,,,1,12,1/10/20 11:00,20200110,202001,2020
1,1,2020011013,2020,1,1,,,1,13,1/10/20 12:00,20200110,202001,2020
1,1,2020011014,2020,1,1,,,1,14,1/10/20 13:00,20200110,202001,2020
1,1,2020011015,2020,1,1,,,1,15,1/10/20 14:00,20200110,202001,2020
1,1,2020011016,2020,1,1,,,1,16,1/10/20 15:00,20200110,202001,2020
1,1,2020011017,2020,1,1,,,1,17,1/10/20 16:00,20200110,202001,2020
1,1,2020011018,2020,1,1,,,1,18,1/10/20 17:00,20200110,202001,2020
1,1,2020011019,2020,1,1,,,1,19,1/10/20 18:00,20200110,202001,2020
1,1,2020011020,2020,1,1,,,1,20,1/10/20 19:00,20200110,202001,2020
1,1,2020011021,2020,1,1,,,1,21,1/10/20 20:00,20200110,202001,2020
1,1,2020011022,2020,1,1,,,1,22,1/10/20 21:00,20200110,202001,2020
1,1,2020011023,2020,1,1,,,1,23,1/10/20 22:00,20200110,202001,2020
1,1,2020011024,2020,1,1,,,1,24,1/10/20 23:00,20200110,202001,2020
1,1,2020011101,2020,1,1,,,1,1,1/11/20 0:00,20200111,202001,2020
1,1,2020011102,2020,1,1,,,1,2,1/11/20 1:00,20200111,202001,2020
1,1,2020011103,2020,1,1,,,1,3,1/11/20 2:00,20200111,202001,2020
1,1,2020011104,2020,1,1,,,1,4,1/11/20 3:00,20200111,202001,2020
1,1,2020011105,2020,1,1,,,1,5,1/11/20 4:00,20200111,202001,2020
1,1,2020011106,2020,1,1,,,1,6,1/11/20 5:00,20200111,202001,2020
1,1,2020011107,2020,1,1,,,1,7,1/11/20 6:00,20200111,202001,2020
1,1,2020011108,2020,1,1,,,1,8,1/11/20 7:00,20200111,202001,2020
1,1,2020011109,2020,1,1,,,1,9,1/11/20 8:00,20200111,202001,2020
1,1,2020011110,2020,1,1,,,1,10,1/11/20 9:00,20200111,202001,2020
1,1,2020011111,2020,1,1,,,1,11,1/11/20 10:00,20200111,202001,2020
1,1,2020011112,2020,1,1,,,1,12,1/11/20 11:00,20200111,202001,2020
1,1,2020011113,2020,1,1,,,1,13,1/11/20 12:00,20200111,202001,2020
1,1,2020011114,2020,1,1,,,1,14,1/11/20 13:00,20200111,202001,2020
1,1,2020011115,2020,1,1,,,1,15,1/11/20 14:00,20200111,202001,2020
1,1,2020011116,2020,1,1,,,1,16,1/11/20 15:00,20200111,202001,2020
1,1,2020011117,2020,1,1,,,1,17,1/11/20 16:00,20200111,202001,2020
1,1,2020011118,2020,1,1,,,1,18,1/11/20 17:00,20200111,202001,2020
1,1,2020011119,2020,1,1,,,1,19,1/11/20 18:00,20200111,202001,2020
1,1,2020011120,2020,1,1,,,1,20,1/11/20 19:00,20200111,202001,2020
1,1,2020011121,2020,1,1,,,1,21,1/11/20 20:00,20200111,202001,2020
1,1,2020011122,2020,1,1,,,1,22,1/11/20 21:00,20200111,202001,2020
1,1,2020011123,2020,1,1,,,1,23,1/11/20 22:00,20200111,202001,2020
1,1,2020011124,2020,1,1,,,1,24,1/11/20 23:00,20200111,202001,2020
1,1,2020011201,2020,1,1,,,1,1,1/12/20 0:00,20200112,202001,2020
1,1,2020011202,2020,1,1,,,1,2,1/12/20 1:00,20200112,202001,2020
1,1,2020011203,2020,1,1,,,1,3,1/12/20 2:00,20200112,202001,2020
1,1,2020011204,2020,1,1,,,1,4,1/12/20 3:00,20200112,202001,2020
1,1,2020011205,2020,1,1,,,1,5,1/12/20 4:00,20200112,202001,2020
1,1,2020011206,2020,1,1,,,1,6,1/12/20 5:00,20200112,202001,2020
1,1,2020011207,2020,1,1,,,1,7,1/12/20 6:00,20200112,202001,2020
1,1,2020011208,2020,1,1,,,1,8,1/12/20 7:00,20200112,202001,2020
1,1,2020011209,2020,1,1,,,1,9,1/12/20 8:00,20200112,202001,2020
1,1,2020011210,2020,1,1,,,1,10,1/12/20 9:00,20200112,202001,2020
1,1,2020011211,2020,1,1,,,1,11,1/12/20 10:00,20200112,202001,2020
1,1,2020011212,2020,1,1,,,1,12,1/12/20 11:00,20200112,202001,2020
1,1,2020011213,2020,1,1,,,1,13,1/12/20 12:00,20200112,202001,2020
1,1,2020011214,2020,1,1,,,1,14,1/12/20 13:00,20200112,202001,2020
1,1,2020011215,2020,1,1,,,1,15,1/12/20 14:00,20200112,202001,2020
1,1,2020011216,2020,1,1,,,1,16,1/12/20 15:00,20200112,202001,2020
1,1,2020011217,2020,1,1,,,1,17,1/12/20 16:00,20200112,202001,2020
1,1,2020011218,2020,1,1,,,1,18,1/12/20 17:00,20200112,202001,2020
1,1,2020011219,2020,1,1,,,1,19,1/12/20 18:00,20200112,202001,2020
1,1,2020011220,2020,1,1,,,1,20,1/12/20 19:00,20200112,202001,2020
1,1,2020011221,2020,1,1,,,1,21,1/12/20 20:00,20200112,202001,2020
1,1,2020011222,2020,1,1,,,1,22,1/12/20 21:00,20200112,202001,2020
1,1,2020011223,2020,1,1,,,1,23,1/12/20 22:00,20200112,202001,2020
1,1,2020011224,2020,1,1,,,1,24,1/12/20 23:00,20200112,202001,2020
1,1,2020011301,2020,1,1,,,1,1,1/13/20 0:00,20200113,202001,2020
1,1,2020011302,2020,1,1,,,1,2,1/13/20 1:00,20200113,202001,2020
1,1,2020011303,2020,1,1,,,1,3,1/13/20 2:00,20200113,202001,2020
1,1,2020011304,2020,1,1,,,1,4,1/13/20 3:00,20200113,202001,2020
1,1,2020011305,2020,1,1,,,1,5,1/13/20 4:00,20200113,202001,2020
1,1,2020011306,2020,1,1,,,1,6,1/13/20 5:00,20200113,202001,2020
1,1,2020011307,2020,1,1,,,1,7,1/13/20 6:00,20200113,202001,2020
1,1,2020011308,2020,1,1,,,1,8,1/13/20 7:00,20200113,202001,2020
1,1,2020011309,2020,1,1,,,1,9,1/13/20 8:00,20200113,202001,2020
1,1,2020011310,2020,1,1,,,1,10,1/13/20 9:00,20200113,202001,2020
1,1,2020011311,2020,1,1,,,1,11,1/13/20 10:00,20200113,202001,2020
1,1,2020011312,2020,1,1,,,1,12,1/13/20 11:00,20200113,202001,2020
1,1,2020011313,2020,1,1,,,1,13,1/13/20 12:00,20200113,202001,2020
1,1,2020011314,2020,1,1,,,1,14,1/13/20 13:00,20200113,202001,2020
1,1,2020011315,2020,1,1,,,1,15,1/13/20 14:00,20200113,202001,2020
1,1,2020011316,2020,1,1,,,1,16,1/13/20 15:00,20200113,202001,2020
1,1,2020011317,2020,1,1,,,1,17,1/13/20 16:00,20200113,202001,2020
1,1,2020011318,2020,1,1,,,1,18,1/13/20 17:00,20200113,202001,2020
1,1,2020011319,2020,1,1,,,1,19,1/13/20 18:00,20200113,202001,2020
1,1,2020011320,2020,1,1,,,1,20,1/13/20 19:00,20200113,202001,2020
1,1,2020011321,2020,1,1,,,1,21,1/13/20 20:00,20200113,202001,2020
1,1,2020011322,2020,1,1,,,1,22,1/13/20 21:00,20200113,202001,2020
1,1,2020011323,2020,1,1,,,1,23,1/13/20 22:00,20200113,202001,2020
1,1,2020011324,2020,1,1,,,1,24,1/13/20 23:00,20200113,202001,2020
1,1,2020011401,2020,1,1,,,1,1,1/14/20 0:00,20200114,202001,2020
1,1,2020011402,2020,1,1,,,1,2,1/14/20 1:00,20200114,202001,2020
1,1,2020011403,2020,1,1,,,1,3,1/14/20 2:00,20200114,202001,2020
1,1,2020011404,2020,1,1,,,1,4,1/14/20 3:00,20200114,202001,2020
1,1,2020011405,2020,1,1,,,1,5,1/14/20 4:00,20200114,202001,2020
1,1,2020011406,2020,1,1,,,1,6,1/14/20 5:00,20200114,202001,2020
1,1,2020011407,2020,1,1,,,1,7,1/14/20 6:00,20200114,202001,2020
1,1,2020011408,2020,1,1,,,1,8,1/14/20 7:00,20200114,202001,2020
1,1,2020011409,2020,1,1,,,1,9,1/14/20 8:00,20200114,202001,2020
1,1,2020011410,2020,1,1,,,1,10,1/14/20 9:00,20200114,202001,2020
1,1,2020011411,2020,1,1,,,1,11,1/14/20 10:00,20200114,202001,2020
1,1,2020011412,2020,1,1,,,1,12,1/14/20 11:00,20200114,202001,2020
1,1,2020011413,2020,1,1,,,1,13,1/14/20 12:00,20200114,202001,2020
1,1,2020011414,2020,1,1,,,1,14,1/14/20 13:00,20200114,202001,2020
1,1,2020011415,2020,1,1,,,1,15,1/14/20 14:00,20200114,202001,2020
1,1,2020011416,2020,1,1,,,1,16,1/14/20 15:00,20200114,202001,2020
